Web	Proportion	Obs_LperGaller	Sample_mean	Sample_SD
67	0.5	50.2692307692	26.5769230769	1.06581410364e-14
68	0.5	50.5	26.5192307692	7.1054273576e-15
69	0.5	48.5961538462	26.3846153846	1.06581410364e-14
70	0.5	49.3846153846	26.3461538462	0.0
71	0.5	49.8461538462	26.3461538462	0.0
72	0.5	51.3461538462	26.3653846154	1.06581410364e-14
73	0.5	51.0961538462	26.3461538462	0.0
74	0.5	50.6538461538	25.4038461538	3.5527136788e-15
75	0.5	50.25	26.8653846154	1.06581410364e-14
76	0.5	51.0192307692	25.9038461538	0.0
77	0.5	50.9038461538	26.7115384615	3.5527136788e-15
78	0.5	51.3269230769	27.1153846154	1.06581410364e-14
79	0.5	50.6153846154	25.9038461538	0.0
80	0.5	49.5576923077	26.3076923077	1.06581410364e-14
81	0.5	49.8269230769	26.4423076923	1.06581410364e-14
82	0.5	50.2692307692	26.6346153846	1.06581410364e-14
83	0.5	49.6923076923	25.75	0.0
84	0.5	49.7307692308	26.1730769231	1.06581410364e-14
85	0.5	50.3076923077	27.0576923077	1.06581410364e-14
86	0.5	50.1923076923	26.6346153846	1.06581410364e-14
87	0.5	51.4615384615	26.1923076923	1.06581410364e-14
88	0.5	50.4615384615	26.8076923077	1.06581410364e-14
89	0.5	49.9423076923	26.3269230769	1.06581410364e-14
90	0.5	50.4615384615	26.2884615385	3.5527136788e-15
91	0.5	49.1346153846	26.3846153846	1.06581410364e-14
92	0.5	49.9807692308	26.3653846154	1.06581410364e-14
93	0.5	50.0576923077	26.5576923077	1.06581410364e-14
94	0.5	50.3076923077	26.8076923077	1.06581410364e-14
95	0.5	51.0576923077	25.7307692308	7.1054273576e-15
96	0.5	50.0192307692	25.9807692308	7.1054273576e-15
97	0.5	50.5576923077	25.7307692308	7.1054273576e-15
98	0.5	50.0576923077	26.1538461538	0.0
99	0.5	49.6923076923	26.4038461538	0.0
100	0.5	50.9038461538	25.9423076923	1.06581410364e-14
1	0.9	49.6538461538	47.4038461538	2.13162820728e-14
2	0.9	49.5	47.9230769231	7.1054273576e-15
3	0.9	50.2884615385	46.1153846154	1.42108547152e-14
4	0.9	50.3076923077	46.6538461538	2.13162820728e-14
5	0.9	49.8653846154	47.5	0.0
6	0.9	50.0961538462	46.0769230769	7.1054273576e-15
7	0.9	49.0961538462	46.7692307692	1.42108547152e-14
8	0.9	49.9615384615	48.2884615385	1.42108547152e-14
9	0.9	51.1346153846	45.5769230769	7.1054273576e-15
10	0.9	50.0576923077	47.3269230769	7.1054273576e-15
11	0.9	49.1538461538	47.9423076923	7.1054273576e-15
12	0.9	50.0192307692	47.5961538462	2.13162820728e-14
13	0.9	50.1730769231	46.7307692308	1.42108547152e-14
14	0.9	49.5	47.4038461538	2.13162820728e-14
15	0.9	50.0769230769	48.9038461538	2.13162820728e-14
16	0.9	50.3846153846	48.1923076923	7.1054273576e-15
17	0.9	50.4423076923	46.5	0.0
18	0.9	50.4038461538	47.7692307692	1.42108547152e-14
19	0.9	49.6923076923	47.2307692308	1.42108547152e-14
20	0.9	50.3461538462	46.4807692308	1.42108547152e-14
21	0.9	50.2115384615	47.6538461538	2.13162820728e-14
22	0.9	48.8269230769	48.0192307692	1.42108547152e-14
23	0.9	49.4423076923	47.3653846154	1.42108547152e-14
24	0.9	51.0961538462	48.3269230769	7.1054273576e-15
25	0.9	48.8653846154	47.4807692308	1.42108547152e-14
26	0.9	49.4423076923	48.0384615385	1.42108547152e-14
27	0.9	50.6346153846	47.9038461538	2.13162820728e-14
28	0.9	49.6730769231	47.9807692308	1.42108547152e-14
29	0.9	50.7307692308	48.5384615385	1.42108547152e-14
30	0.9	50.7307692308	47.8653846154	1.42108547152e-14
31	0.9	49.6346153846	47.5384615385	1.42108547152e-14
32	0.9	50.5961538462	47.5384615385	1.42108547152e-14
33	0.9	49.5769230769	47.8076923077	7.1054273576e-15
34	0.9	51.3846153846	47.4423076923	7.1054273576e-15
35	0.9	49.4807692308	47.0384615385	1.42108547152e-14
36	0.9	50.0576923077	46.6730769231	7.1054273576e-15
37	0.9	50.0576923077	46.75	0.0
38	0.9	49.25	47.25	0.0
39	0.9	50.6923076923	47.2115384615	1.42108547152e-14
40	0.9	51.4038461538	47.2307692308	1.42108547152e-14
41	0.9	49.5576923077	47.2307692308	1.42108547152e-14
42	0.9	50.9230769231	47.5961538462	2.13162820728e-14
43	0.9	51.4230769231	46.6346153846	1.42108547152e-14
44	0.9	50.4230769231	47.8076923077	7.1054273576e-15
45	0.9	50.25	46.4615384615	1.42108547152e-14
46	0.9	51.7307692308	49.0192307692	1.42108547152e-14
47	0.9	50.5576923077	47.6346153846	1.42108547152e-14
48	0.9	50.0384615385	47.8076923077	7.1054273576e-15
49	0.9	49.0384615385	46.6923076923	7.1054273576e-15
50	0.9	49.5769230769	47.3846153846	1.42108547152e-14
51	0.9	50.4615384615	46.0961538462	2.84217094304e-14
52	0.9	51.4230769231	47.5	0.0
53	0.9	49.6923076923	47.25	0.0
54	0.9	49.9615384615	48.9807692308	1.42108547152e-14
55	0.9	51.25	47.2115384615	1.42108547152e-14
56	0.9	50.3269230769	48.7115384615	1.42108547152e-14
57	0.9	48.3653846154	46.9038461538	2.13162820728e-14
58	0.9	50.2307692308	47.5384615385	1.42108547152e-14
59	0.9	50.6346153846	46.6346153846	1.42108547152e-14
60	0.9	50.9615384615	48.1153846154	1.42108547152e-14
61	0.9	50.7115384615	46.75	0.0
62	0.9	50.25	47.4038461538	2.13162820728e-14
63	0.9	49.1153846154	48.4038461538	2.13162820728e-14
64	0.9	50.7307692308	47.2692307692	1.42108547152e-14
65	0.9	50.6538461538	47.9038461538	2.13162820728e-14
66	0.9	50.2692307692	47.75	0.0
67	0.9	50.2692307692	47.8461538462	2.13162820728e-14
68	0.9	50.5	47.7307692308	1.42108547152e-14
69	0.9	48.5961538462	47.4807692308	1.42108547152e-14
70	0.9	49.3846153846	47.4230769231	7.1054273576e-15
71	0.9	49.8461538462	47.4230769231	7.1054273576e-15
72	0.9	51.3461538462	47.4615384615	1.42108547152e-14
73	0.9	51.0961538462	47.4230769231	7.1054273576e-15
74	0.9	50.6538461538	45.7115384615	1.42108547152e-14
75	0.9	50.25	48.3461538462	2.13162820728e-14
76	0.9	51.0192307692	46.6153846154	1.42108547152e-14
77	0.9	50.9038461538	48.0769230769	7.1054273576e-15
78	0.9	51.3269230769	48.8076923077	7.1054273576e-15
79	0.9	50.6153846154	46.6346153846	1.42108547152e-14
80	0.9	49.5576923077	47.3653846154	1.42108547152e-14
81	0.9	49.8269230769	47.5961538462	2.13162820728e-14
82	0.9	50.2692307692	47.9423076923	7.1054273576e-15
83	0.9	49.6923076923	46.3653846154	1.42108547152e-14
84	0.9	49.7307692308	47.1153846154	1.42108547152e-14
85	0.9	50.3076923077	48.6923076923	7.1054273576e-15
86	0.9	50.1923076923	47.9423076923	7.1054273576e-15
87	0.9	51.4615384615	47.1346153846	1.42108547152e-14
88	0.9	50.4615384615	48.25	0.0
89	0.9	49.9423076923	47.3846153846	1.42108547152e-14
90	0.9	50.4615384615	47.3269230769	7.1054273576e-15
91	0.9	49.1346153846	47.5	0.0
92	0.9	49.9807692308	47.4423076923	7.1054273576e-15
93	0.9	50.0576923077	47.7884615385	1.42108547152e-14
94	0.9	50.3076923077	48.2692307692	1.42108547152e-14
95	0.9	51.0576923077	46.3269230769	7.1054273576e-15
96	0.9	50.0192307692	46.75	0.0
97	0.9	50.5576923077	46.3076923077	7.1054273576e-15
98	0.9	50.0576923077	47.0769230769	7.1054273576e-15
99	0.9	49.6923076923	47.5192307692	1.42108547152e-14
100	0.9	50.9038461538	46.6923076923	7.1054273576e-15
1	0.2	49.6538461538	9.92502262443	0.0193594840704
2	0.2	49.5	9.88461538462	0.0
3	0.2	50.2884615385	10.0576923077	1.7763568394e-15
4	0.2	50.3076923077	10.0576923077	1.7763568394e-15
5	0.2	49.8653846154	9.96153846154	1.7763568394e-15
6	0.2	50.0961538462	10.0192307692	0.0
7	0.2	49.0961538462	9.80769230769	1.7763568394e-15
8	0.2	49.9615384615	9.98272624434	0.0194720392103
9	0.2	51.1346153846	10.2115384615	1.7763568394e-15
10	0.2	50.0576923077	10.0	0.0
11	0.2	49.1538461538	9.82692307692	3.5527136788e-15
12	0.2	50.0192307692	10.0	0.0
13	0.2	50.1730769231	10.0192307692	0.0
14	0.2	49.5	9.88461538462	0.0
15	0.2	50.0769230769	10.0	0.0
16	0.2	50.3846153846	10.0788989442	0.0196596311103
17	0.2	50.4423076923	10.0769230769	3.5527136788e-15
18	0.2	50.4038461538	10.0769230769	3.5527136788e-15
19	0.2	49.6923076923	9.92307692308	3.5527136788e-15
20	0.2	50.3461538462	10.0576923077	1.7763568394e-15
21	0.2	50.2115384615	10.0384615385	1.7763568394e-15
22	0.2	48.8269230769	9.75	0.0
23	0.2	49.4423076923	9.88655354449	0.0192844473104
24	0.2	51.0961538462	10.213540724	0.0199222597701
25	0.2	48.8653846154	9.77114630468	0.0190593370305
26	0.2	49.4423076923	9.88461538462	0.0
27	0.2	50.6346153846	10.1153846154	0.0
28	0.2	49.6730769231	9.92307692308	3.5527136788e-15
29	0.2	50.7307692308	10.1346153846	0.0
30	0.2	50.7307692308	10.1346153846	0.0
31	0.2	49.6346153846	9.92502262443	0.0193594840704
32	0.2	50.5961538462	10.1153846154	0.0
33	0.2	49.5769230769	9.90384615385	3.5527136788e-15
34	0.2	51.3846153846	10.2692307692	1.7763568394e-15
35	0.2	49.4807692308	9.88461538462	0.0
36	0.2	50.0576923077	10.0	0.0
37	0.2	50.0576923077	10.0	0.0
38	0.2	49.25	9.84615384615	3.5527136788e-15
39	0.2	50.6923076923	10.1346153846	0.0
40	0.2	51.4038461538	10.2692307692	1.7763568394e-15
41	0.2	49.5576923077	9.90384615385	3.5527136788e-15
42	0.2	50.9230769231	10.1730769231	3.5527136788e-15
43	0.2	51.4230769231	10.2692307692	1.7763568394e-15
44	0.2	50.4230769231	10.0788989442	0.0196596311103
45	0.2	50.25	10.0384615385	1.7763568394e-15
46	0.2	51.7307692308	10.3461538462	3.5527136788e-15
47	0.2	50.5576923077	10.0961538462	3.5527136788e-15
48	0.2	50.0384615385	10.0019607843	0.0195095575903
49	0.2	49.0384615385	9.80961538462	0.0191343737905
50	0.2	49.5769230769	9.90384615385	3.5527136788e-15
51	0.2	50.4615384615	10.0769230769	3.5527136788e-15
52	0.2	51.4230769231	10.2692307692	1.7763568394e-15
53	0.2	49.6923076923	9.92307692308	3.5527136788e-15
54	0.2	49.9615384615	9.98076923077	0.0
55	0.2	51.25	10.25	0.0
56	0.2	50.3269230769	10.0576923077	1.7763568394e-15
57	0.2	48.3653846154	9.67307692308	3.5527136788e-15
58	0.2	50.2307692308	10.0384615385	1.7763568394e-15
59	0.2	50.6346153846	10.1153846154	0.0
60	0.2	50.9615384615	10.1923076923	1.7763568394e-15
61	0.2	50.7115384615	10.1346153846	0.0
62	0.2	50.25	10.0384615385	1.7763568394e-15
63	0.2	49.1153846154	9.80769230769	1.7763568394e-15
64	0.2	50.7307692308	10.1346153846	0.0
65	0.2	50.6538461538	10.1153846154	0.0
66	0.2	50.2692307692	10.0384615385	1.7763568394e-15
67	0.2	50.2692307692	10.0384615385	1.7763568394e-15
68	0.2	50.5	10.0961538462	3.5527136788e-15
69	0.2	48.5961538462	9.71534690799	0.0266591251885
70	0.2	49.3846153846	9.86731900452	0.0192469289305
71	0.2	49.8461538462	9.96153846154	1.7763568394e-15
72	0.2	51.3461538462	10.2692307692	1.7763568394e-15
73	0.2	51.0961538462	10.2115384615	1.7763568394e-15
74	0.2	50.6538461538	10.1153846154	0.0
75	0.2	50.25	10.0384615385	1.7763568394e-15
76	0.2	51.0192307692	10.1923076923	1.7763568394e-15
77	0.2	50.9038461538	10.1730769231	3.5527136788e-15
78	0.2	51.3269230769	10.2520098039	0.0199972965301
79	0.2	50.6153846154	10.1153846154	0.0
80	0.2	49.5576923077	9.90384615385	3.5527136788e-15
81	0.2	49.8269230769	9.96153846154	1.7763568394e-15
82	0.2	50.2692307692	10.04239819	0.027556561086
83	0.2	49.6923076923	9.92307692308	3.5527136788e-15
84	0.2	49.7307692308	9.94230769231	1.7763568394e-15
85	0.2	50.3076923077	10.0576923077	1.7763568394e-15
86	0.2	50.1923076923	10.0384615385	1.7763568394e-15
87	0.2	51.4615384615	10.2904788839	0.02007233329
88	0.2	50.4615384615	10.0769230769	3.5527136788e-15
89	0.2	49.9423076923	9.98272624434	0.0194720392103
90	0.2	50.4615384615	10.0769230769	3.5527136788e-15
91	0.2	49.1346153846	9.82692307692	3.5527136788e-15
92	0.2	49.9807692308	9.98076923077	0.0
93	0.2	50.0576923077	10.0	0.0
94	0.2	50.3076923077	10.0576923077	1.7763568394e-15
95	0.2	51.0576923077	10.213540724	0.0199222597701
96	0.2	50.0192307692	10.0	0.0
97	0.2	50.5576923077	10.0961538462	3.5527136788e-15
98	0.2	50.0576923077	10.0	0.0
99	0.2	49.6923076923	9.92307692308	3.5527136788e-15
100	0.2	50.9038461538	10.1730769231	3.5527136788e-15
1	0.1	49.6538461538	4.99776980331	0.0586657898613
2	0.1	49.5	4.97246546003	0.0510956585757
3	0.1	50.2884615385	5.04391357466	0.0472327817156
4	0.1	50.3076923077	5.04092171946	0.0432404755982
5	0.1	49.8653846154	5.01132034044	0.0590917873036
6	0.1	50.0961538462	5.03666906763	0.0656873395681
7	0.1	49.0961538462	4.93946153846	0.0485000457512
8	0.1	49.9615384615	5.01018506787	0.0511330622455
9	0.1	51.1346153846	5.12940874811	0.0608274167226
10	0.1	50.0576923077	5.03839215686	0.0557284982147
11	0.1	49.1538461538	4.9415	0.0546567963259
12	0.1	50.0192307692	5.02352941176	0.041870895106
13	0.1	50.1730769231	5.02168627451	0.0476190670621
14	0.1	49.5	4.96560437406	0.0437509102704
15	0.1	50.0769230769	5.03643137255	0.0553185733708
16	0.1	50.3846153846	5.06624223228	0.0509312664599
17	0.1	50.4423076923	5.0552959276	0.039834660257
18	0.1	50.4038461538	5.06920603318	0.0520897375363
19	0.1	49.6923076923	4.98780542986	0.0431906259664
20	0.1	50.3461538462	5.05182624434	0.0525541659462
21	0.1	50.2115384615	5.04887375566	0.051527912147
22	0.1	48.8269230769	4.90190361991	0.059176745855
23	0.1	49.4423076923	4.97238793363	0.0470046568156
24	0.1	51.0961538462	5.12221417798	0.0484624307559
25	0.1	48.8653846154	4.9213577	0.0628068645918
26	0.1	49.4423076923	4.96944193062	0.0435115813756
27	0.1	50.6346153846	5.08260392157	0.0497581243575
28	0.1	49.6730769231	4.9948901653	0.0596883529984
29	0.1	50.7307692308	5.08582696078	0.0631106911471
30	0.1	50.7307692308	5.09160859729	0.057065327265
31	0.1	49.6346153846	4.99975441869	0.0607272218017
32	0.1	50.5961538462	5.08565837104	0.0550870133251
33	0.1	49.5769230769	4.98025686275	0.0550854770814
34	0.1	51.3846153846	5.1548719457	0.0476888452361
35	0.1	49.4807692308	4.9754525995	0.0559846568551
36	0.1	50.0576923077	5.03058823529	0.0555230970155
37	0.1	50.0576923077	5.03047058824	0.0496658732123
38	0.1	49.25	4.9492561086	0.0493440683675
39	0.1	50.6923076923	5.08252458522	0.0453281415594
40	0.1	51.4038461538	5.15583846154	0.0460042720742
41	0.1	49.5576923077	4.98331915535	0.0623405261209
42	0.1	50.9230769231	5.10985339367	0.0511293849508
43	0.1	51.4230769231	5.1578520362	0.047218579098
44	0.1	50.4230769231	5.06821809955	0.0517253370977
45	0.1	50.25	5.04891312217	0.0534991384735
46	0.1	51.7307692308	5.2055760181	0.0495839612705
47	0.1	50.5576923077	5.07232790347	0.0604014706694
48	0.1	50.0384615385	5.01764705882	0.0376654366908
49	0.1	49.0384615385	4.93496389325	0.0617529364933
50	0.1	49.5769230769	4.98328039216	0.0607167181757
51	0.1	50.4615384615	5.06031463047	0.047985367578
52	0.1	51.4230769231	5.16611015791	0.0609170162551
53	0.1	49.6923076923	4.99391493213	0.0592206547714
54	0.1	49.9615384615	5.01999034691	0.0556915261508
55	0.1	51.25	5.14555535445	0.0504260404033
56	0.1	50.3269230769	5.0529678733	0.060170930705
57	0.1	48.3653846154	4.85467547019	0.0583124344231
58	0.1	50.2307692308	5.04694479638	0.0527391436369
59	0.1	50.6346153846	5.09156892911	0.0551955821271
60	0.1	50.9615384615	5.12853940422	0.066436563883
61	0.1	50.7115384615	5.08371463047	0.0561730491528
62	0.1	50.25	5.05497797581	0.0625268706365
63	0.1	49.1153846154	4.92511538462	0.0467033157725
64	0.1	50.7307692308	5.08363529412	0.0522910811511
65	0.1	50.6538461538	5.0785974359	0.0453150694963
66	0.1	50.2692307692	5.04781085973	0.0469192721898
67	0.1	50.2692307692	5.04296877828	0.0488793753782
68	0.1	50.5	5.06517526395	0.0461799366944
69	0.1	48.5961538462	4.88237647059	0.0520056453601
70	0.1	49.3846153846	4.95717637209	0.0613135431361
71	0.1	49.8461538462	5.00725520362	0.0499223191686
72	0.1	51.3461538462	5.1590199095	0.0561403104144
73	0.1	51.0961538462	5.1181372549	0.04139339006
74	0.1	50.6538461538	5.0746306184	0.0425462397028
75	0.1	50.25	5.05005716133	0.0612610608546
76	0.1	51.0192307692	5.1252918552	0.0539438632253
77	0.1	50.9038461538	5.103960181	0.0529287143471
78	0.1	51.3269230769	5.13949713424	0.0452830433149
79	0.1	50.6153846154	5.08367739096	0.0545051444829
80	0.1	49.5576923077	4.97165380614	0.0583268763604
81	0.1	49.8269230769	5.00815369532	0.0461180281315
82	0.1	50.2692307692	5.04883438914	0.049478182501
83	0.1	49.6923076923	4.98796108597	0.0517257890211
84	0.1	49.7307692308	4.98589864253	0.0444663898187
85	0.1	50.3076923077	5.04792895928	0.0531296162332
86	0.1	50.1923076923	5.06100346292	0.0683916611001
87	0.1	51.4615384615	5.16087239819	0.0488281849503
88	0.1	50.4615384615	5.07620060332	0.0577882910781
89	0.1	49.9423076923	5.02092790347	0.0540030634982
90	0.1	50.4615384615	5.06932458522	0.0577837510136
91	0.1	49.1346153846	4.93280769231	0.0503433624424
92	0.1	49.9807692308	5.0144552952	0.0686417564625
93	0.1	50.0576923077	5.02356862745	0.0442616212853
94	0.1	50.3076923077	5.0499760181	0.0575632023456
95	0.1	51.0576923077	5.11817722474	0.0439031648794
96	0.1	50.0192307692	5.03552941176	0.0586895729634
97	0.1	50.5576923077	5.06031463047	0.047985367578
98	0.1	50.0576923077	5.02556862745	0.04754804527
99	0.1	49.6923076923	4.99084072398	0.0509356372947
100	0.1	50.9038461538	5.10284524887	0.0460301319845
1	0.7	49.6538461538	36.8653846154	1.42108547152e-14
2	0.7	49.5	37.2692307692	7.1054273576e-15
3	0.7	50.2884615385	35.8653846154	1.42108547152e-14
4	0.7	50.3076923077	36.2884615385	0.0
5	0.7	49.8653846154	36.9423076923	1.42108547152e-14
6	0.7	50.0961538462	35.8461538462	7.1054273576e-15
7	0.7	49.0961538462	36.3846153846	1.42108547152e-14
8	0.7	49.9615384615	37.5576923077	1.42108547152e-14
9	0.7	51.1346153846	35.4423076923	1.42108547152e-14
10	0.7	50.0576923077	36.8076923077	1.42108547152e-14
11	0.7	49.1538461538	37.2692307692	7.1054273576e-15
12	0.7	50.0192307692	37.0	0.0
13	0.7	50.1730769231	36.3269230769	0.0
14	0.7	49.5	36.8653846154	1.42108547152e-14
15	0.7	50.0769230769	38.0384615385	0.0
16	0.7	50.3846153846	37.4807692308	7.1054273576e-15
17	0.7	50.4423076923	36.1538461538	7.1054273576e-15
18	0.7	50.4038461538	37.1346153846	1.42108547152e-14
19	0.7	49.6923076923	36.7307692308	7.1054273576e-15
20	0.7	50.3461538462	36.1538461538	7.1054273576e-15
21	0.7	50.2115384615	37.0576923077	1.42108547152e-14
22	0.7	48.8269230769	37.3461538462	7.1054273576e-15
23	0.7	49.4423076923	36.8269230769	0.0
24	0.7	51.0961538462	37.5961538462	7.1054273576e-15
25	0.7	48.8653846154	36.9230769231	0.0
26	0.7	49.4423076923	37.3653846154	1.42108547152e-14
27	0.7	50.6346153846	37.25	0.0
28	0.7	49.6730769231	37.3269230769	0.0
29	0.7	50.7307692308	37.75	0.0
30	0.7	50.7307692308	37.2307692308	7.1054273576e-15
31	0.7	49.6346153846	36.9615384615	0.0
32	0.7	50.5961538462	36.9615384615	0.0
33	0.7	49.5769230769	37.1923076923	1.42108547152e-14
34	0.7	51.3846153846	36.9038461538	7.1054273576e-15
35	0.7	49.4807692308	36.5769230769	0.0
36	0.7	50.0576923077	36.2884615385	0.0
37	0.7	50.0576923077	36.3653846154	1.42108547152e-14
38	0.7	49.25	36.7307692308	7.1054273576e-15
39	0.7	50.6923076923	36.7115384615	0.0
40	0.7	51.4038461538	36.7307692308	7.1054273576e-15
41	0.7	49.5576923077	36.7307692308	7.1054273576e-15
42	0.7	50.9230769231	37.0	0.0
43	0.7	51.4230769231	36.2692307692	7.1054273576e-15
44	0.7	50.4230769231	37.1923076923	1.42108547152e-14
45	0.7	50.25	36.1346153846	1.42108547152e-14
46	0.7	51.7307692308	38.1346153846	1.42108547152e-14
47	0.7	50.5576923077	37.0576923077	1.42108547152e-14
48	0.7	50.0384615385	37.1923076923	1.42108547152e-14
49	0.7	49.0384615385	36.3076923077	1.42108547152e-14
50	0.7	49.5769230769	36.8461538462	7.1054273576e-15
51	0.7	50.4615384615	35.8461538462	7.1054273576e-15
52	0.7	51.4230769231	36.9423076923	1.42108547152e-14
53	0.7	49.6923076923	36.7307692308	7.1054273576e-15
54	0.7	49.9615384615	38.0961538462	7.1054273576e-15
55	0.7	51.25	36.7115384615	0.0
56	0.7	50.3269230769	37.8846153846	1.42108547152e-14
57	0.7	48.3653846154	36.4615384615	0.0
58	0.7	50.2307692308	36.9615384615	0.0
59	0.7	50.6346153846	36.2692307692	7.1054273576e-15
60	0.7	50.9615384615	37.4230769231	0.0
61	0.7	50.7115384615	36.3653846154	1.42108547152e-14
62	0.7	50.25	36.8653846154	1.42108547152e-14
63	0.7	49.1153846154	37.6346153846	1.42108547152e-14
64	0.7	50.7307692308	36.7692307692	7.1054273576e-15
65	0.7	50.6538461538	37.25	0.0
66	0.7	50.2692307692	37.1346153846	1.42108547152e-14
67	0.7	50.2692307692	37.2115384615	0.0
68	0.7	50.5	37.1153846154	1.42108547152e-14
69	0.7	48.5961538462	36.9230769231	0.0
70	0.7	49.3846153846	36.8653846154	1.42108547152e-14
71	0.7	49.8461538462	36.8653846154	1.42108547152e-14
72	0.7	51.3461538462	36.9230769231	0.0
73	0.7	51.0961538462	36.8846153846	1.42108547152e-14
74	0.7	50.6538461538	35.5576923077	1.42108547152e-14
75	0.7	50.25	37.5961538462	7.1054273576e-15
76	0.7	51.0192307692	36.25	0.0
77	0.7	50.9038461538	37.3846153846	1.42108547152e-14
78	0.7	51.3269230769	37.9615384615	0.0
79	0.7	50.6153846154	36.2692307692	7.1054273576e-15
80	0.7	49.5576923077	36.8269230769	0.0
81	0.7	49.8269230769	37.0192307692	7.1054273576e-15
82	0.7	50.2692307692	37.2692307692	7.1054273576e-15
83	0.7	49.6923076923	36.0576923077	1.42108547152e-14
84	0.7	49.7307692308	36.6538461538	7.1054273576e-15
85	0.7	50.3076923077	37.8653846154	1.42108547152e-14
86	0.7	50.1923076923	37.2692307692	7.1054273576e-15
87	0.7	51.4615384615	36.6538461538	7.1054273576e-15
88	0.7	50.4615384615	37.5192307692	7.1054273576e-15
89	0.7	49.9423076923	36.8461538462	7.1054273576e-15
90	0.7	50.4615384615	36.8076923077	1.42108547152e-14
91	0.7	49.1346153846	36.9423076923	1.42108547152e-14
92	0.7	49.9807692308	36.9038461538	7.1054273576e-15
93	0.7	50.0576923077	37.1730769231	0.0
94	0.7	50.3076923077	37.5384615385	0.0
95	0.7	51.0576923077	36.0192307692	7.1054273576e-15
96	0.7	50.0192307692	36.3653846154	1.42108547152e-14
97	0.7	50.5576923077	36.0192307692	7.1054273576e-15
