"Rgaller" "Rpara" "cooccur" "interact" "para_ID" "galler_ID" "post.mean" "post.sd"
"277" "Eappen" "Atymbe" 0 0 13 2 0.127340212208506 0.00865366270425834
"278" "Hpscho" "Atymbe" 0 0 13 45 0.127340212208506 0.00865366270425834
"279" "Hplicp" "Atymbe" 0 0 13 42 0.127340212208506 0.00865366270425834
"280" "Hscapr" "Atymbe" 0 0 13 47 0.127340212208506 0.00865366270425834
"281" "Hanoma" "Atymbe" 0 0 13 31 0.127340212208506 0.00865366270425834
"282" "Oaacut" "Atymbe" 0 0 13 55 0.127340212208506 0.00865366270425834
"283" "Hpurpu" "Atymbe" 0 0 13 46 0.127340212208506 0.00865366270425834
"284" "Opolar" "Atymbe" 0 0 13 83 0.127340212208506 0.00865366270425834
"285" "Opprox" "Atymbe" 0 0 13 84 0.127340212208506 0.00865366270425834
"286" "Hspecc" "Atymbe" 0 0 13 51 0.127340212208506 0.00865366270425834
"287" "Hsglau" "Atymbe" 0 0 13 49 0.127340212208506 0.00865366270425834
"288" "Hslana" "Atymbe" 0 0 13 50 0.127340212208506 0.00865366270425834
"289" "Oelaea" "Aprost" 0 0 10 63 0.127340212208506 0.00865366270425834
"290" "Obridg" "Aprost" 0 0 10 60 0.127340212208506 0.00865366270425834
"291" "Ovaria" "Aprost" 0 0 10 93 0.127340212208506 0.00865366270425834
"292" "Oobscu" "Aprost" 0 0 10 81 0.127340212208506 0.00865366270425834
"293" "Okriec" "Aprost" 0 0 10 71 0.127340212208506 0.00865366270425834
"294" "Onigri" "Aprost" 0 0 10 78 0.127340212208506 0.00865366270425834
"295" "Ofoeti" "Aprost" 0 0 10 64 0.127340212208506 0.00865366270425834
"296" "Ohasta" "Aprost" 0 0 10 68 0.127340212208506 0.00865366270425834
"297" "Oadaph" "Aprost" 0 0 10 56 0.127340212208506 0.00865366270425834
"298" "Ohelve" "Aprost" 0 0 10 69 0.127340212208506 0.00865366270425834
"299" "Onival" "Aprost" 0 0 10 79 0.127340212208506 0.00865366270425834
"300" "Ovimin" "Aprost" 0 0 10 95 0.127340212208506 0.00865366270425834
"301" "Oproxi" "Aprost" 0 0 10 85 0.127340212208506 0.00865366270425834
"302" "Ocolla" "Aprost" 0 0 10 61 0.127340212208506 0.00865366270425834
"303" "Osamol" "Aprost" 0 0 10 89 0.127340212208506 0.00865366270425834
"304" "Omyrsi" "Aprost" 0 0 10 76 0.127340212208506 0.00865366270425834
"305" "Oarcti" "Aprost" 0 0 10 57 0.127340212208506 0.00865366270425834
"306" "Eboreo" "Aprost" 0 0 10 5 0.127340212208506 0.00865366270425834
"307" "Oglauc" "Aprost" 0 0 10 67 0.127340212208506 0.00865366270425834
"308" "Elappo" "Aprost" 0 0 10 15 0.127340212208506 0.00865366270425834
"309" "Elappc" "Aprost" 0 0 10 14 0.127340212208506 0.00865366270425834
"310" "Olappo" "Aprost" 0 0 10 73 0.127340212208506 0.00865366270425834
"311" "Olappl" "Aprost" 0 0 10 72 0.127340212208506 0.00865366270425834
"312" "Emyrsi" "Aprost" 0 0 10 17 0.127340212208506 0.00865366270425834
"313" "Ogalla" "Aprost" 0 0 10 65 0.127340212208506 0.00865366270425834
"314" "Hischn" "Aprost" 0 0 10 34 0.127340212208506 0.00865366270425834
"315" "Ehasta" "Aprost" 0 0 10 12 0.127340212208506 0.00865366270425834
"316" "Egemmf" "Aprost" 0 0 10 10 0.127340212208506 0.00865366270425834
"317" "Omonti" "Aprost" 0 0 10 75 0.127340212208506 0.00865366270425834
"318" "Eelaea" "Aprost" 1 1 10 8 1 0
"319" "Hcarin" "Aprost" 0 0 10 32 0.127340212208506 0.00865366270425834
"320" "Egemmh" "Aprost" 0 0 10 11 0.127340212208506 0.00865366270425834
"321" "Hplicg" "Aprost" 0 0 10 40 0.127340212208506 0.00865366270425834
"322" "Omacul" "Aprost" 0 0 10 74 0.127340212208506 0.00865366270425834
"323" "Hspirh" "Aprost" 0 0 10 53 0.127340212208506 0.00865366270425834
"324" "Obrevi" "Aprost" 0 0 10 59 0.127340212208506 0.00865366270425834
"325" "Oretic" "Aprost" 0 0 10 87 0.127340212208506 0.00865366270425834
"326" "Oretus" "Aprost" 0 0 10 88 0.127340212208506 0.00865366270425834
