,Rgaller,Rpara,cooccur,interact
9959,Hoblit,Ppumil,0,0
9960,Heryth,Ppumil,0,0
9961,Halien,Ppumil,0,0
9962,Hsglab,Ppumil,0,0
9963,Htuber,Ppumil,0,0
9964,Eweiff,Ppumil,0,0
9965,Esubge,Ppumil,0,0
9966,Egemmc,Ppumil,0,0
9967,Eaurit,Ppumil,0,0
9968,Ospset,Ppumil,0,0
9969,Emyrti,Ppumil,0,0
9970,Esmyrt,Ppumil,0,0
9971,Esmyrs,Ppumil,0,0
9972,Eciner,Ppumil,0,0
9973,Eappen,Ppumil,0,0
9974,Hpscho,Ppumil,0,0
9975,Hplicp,Ppumil,0,0
9976,Hscapr,Ppumil,0,0
9977,Hanoma,Ppumil,0,0
9978,Oaacut,Ppumil,0,0
9979,Hpurpu,Ppumil,1,1
9980,Opolar,Ppumil,0,0
9981,Opprox,Ppumil,0,0
9982,Hspecc,Ppumil,0,0
9983,Hsglau,Ppumil,0,0
9984,Hslana,Ppumil,0,0
9985,Oelaea,Polybl,0,0
9986,Obridg,Polybl,0,0
9987,Ovaria,Polybl,0,0
9988,Oobscu,Polybl,0,0
9989,Okriec,Polybl,0,0
9990,Onigri,Polybl,0,0
9991,Ofoeti,Polybl,0,0
9992,Ohasta,Polybl,0,0
9993,Oadaph,Polybl,0,0
9994,Ohelve,Polybl,0,0
9995,Onival,Polybl,0,0
9996,Ovimin,Polybl,0,0
9997,Oproxi,Polybl,1,0
9998,Ocolla,Polybl,0,0
9999,Osamol,Polybl,0,0
10000,Omyrsi,Polybl,0,0
10001,Oarcti,Polybl,0,0
10002,Eboreo,Polybl,0,0
10003,Oglauc,Polybl,0,0
10004,Elappo,Polybl,0,0
10005,Elappc,Polybl,0,0
10006,Olappo,Polybl,0,0
10007,Olappl,Polybl,0,0
10008,Emyrsi,Polybl,0,0
10009,Ogalla,Polybl,0,0
10010,Hischn,Polybl,0,0
10011,Ehasta,Polybl,0,0
10012,Egemmf,Polybl,0,0
10013,Omonti,Polybl,0,0
10014,Eelaea,Polybl,0,0
10015,Hcarin,Polybl,0,0
10016,Egemmh,Polybl,0,0
10017,Hplicg,Polybl,0,0
10018,Omacul,Polybl,0,0
10019,Hspirh,Polybl,0,0
10020,Obrevi,Polybl,0,0
10021,Oretic,Polybl,0,0
10022,Oretus,Polybl,0,0
10023,Enigri,Polybl,0,0
10024,Emucro,Polybl,0,0
10025,Ovesic,Polybl,0,0
10026,Oviril,Polybl,0,0
10027,Opedun,Polybl,0,0
10028,Otrian,Polybl,0,0
10029,Oglabr,Polybl,0,0
10030,Opustu,Polybl,0,0
10031,Oherba,Polybl,0,0
10032,Evenus,Polybl,0,0
10033,Onorve,Polybl,0,0
10034,Ephyli,Polybl,0,0
10035,Ospeit,Polybl,0,0
10036,Obella,Polybl,0,0
10037,Hpruss,Polybl,0,0
10038,Odolic,Polybl,0,0
10039,Hspira,Polybl,0,0
10040,Elanat,Polybl,0,0
10041,Omyrti,Polybl,0,0
10042,Hnudip,Polybl,0,0
10043,Hleuco,Polybl,0,0
10044,Hacuti,Polybl,0,0
10045,Hplicl,Polybl,0,0
10046,Etesta,Polybl,0,0
10047,Hplicd,Polybl,0,0
10048,Edaphn,Polybl,0,0
10049,Hpolit,Polybl,0,0
10050,Epurpu,Polybl,0,0
10051,Eatraa,Polybl,0,0
10052,Eangus,Polybl,0,0
10053,Hangli,Polybl,1,1
10054,Hleuca,Polybl,0,0
10055,Hoblit,Polybl,1,0
10056,Heryth,Polybl,0,0
10057,Halien,Polybl,0,0
10058,Hsglab,Polybl,0,0
10059,Htuber,Polybl,0,0
10060,Eweiff,Polybl,0,0
10061,Esubge,Polybl,0,0
10062,Egemmc,Polybl,0,0
10063,Eaurit,Polybl,0,0
10064,Ospset,Polybl,0,0
10065,Emyrti,Polybl,0,0
10066,Esmyrt,Polybl,0,0
10067,Esmyrs,Polybl,0,0
10068,Eciner,Polybl,0,0
10069,Eappen,Polybl,0,0
10070,Hpscho,Polybl,0,0
10071,Hplicp,Polybl,0,0
10072,Hscapr,Polybl,0,0
10073,Hanoma,Polybl,0,0
10074,Oaacut,Polybl,0,0
10075,Hpurpu,Polybl,0,0
10076,Opolar,Polybl,0,0
10077,Opprox,Polybl,0,0
10078,Hspecc,Polybl,0,0
10079,Hsglau,Polybl,0,0
10080,Hslana,Polybl,0,0
10081,Oelaea,Pclavi,0,0
10082,Obridg,Pclavi,1,0
10083,Ovaria,Pclavi,0,0
10084,Oobscu,Pclavi,0,0
10085,Okriec,Pclavi,0,0
10086,Onigri,Pclavi,0,0
10087,Ofoeti,Pclavi,0,0
10088,Ohasta,Pclavi,0,0
10089,Oadaph,Pclavi,0,0
10090,Ohelve,Pclavi,0,0
10091,Onival,Pclavi,0,0
10092,Ovimin,Pclavi,1,0
10093,Oproxi,Pclavi,1,1
10094,Ocolla,Pclavi,0,0
10095,Osamol,Pclavi,0,0
10096,Omyrsi,Pclavi,0,0
10097,Oarcti,Pclavi,0,0
10098,Eboreo,Pclavi,0,0
10099,Oglauc,Pclavi,0,0
10100,Elappo,Pclavi,0,0
10101,Elappc,Pclavi,0,0
10102,Olappo,Pclavi,0,0
10103,Olappl,Pclavi,0,0
10104,Emyrsi,Pclavi,0,0
10105,Ogalla,Pclavi,0,0
10106,Hischn,Pclavi,0,0
10107,Ehasta,Pclavi,0,0
10108,Egemmf,Pclavi,0,0
10109,Omonti,Pclavi,0,0
10110,Eelaea,Pclavi,0,0
10111,Hcarin,Pclavi,0,0
10112,Egemmh,Pclavi,0,0
10113,Hplicg,Pclavi,0,0
10114,Omacul,Pclavi,0,0
10115,Hspirh,Pclavi,0,0
10116,Obrevi,Pclavi,0,0
10117,Oretic,Pclavi,0,0
10118,Oretus,Pclavi,0,0
10119,Enigri,Pclavi,0,0
10120,Emucro,Pclavi,0,0
10121,Ovesic,Pclavi,1,0
10122,Oviril,Pclavi,0,0
10123,Opedun,Pclavi,1,0
10124,Otrian,Pclavi,0,0
10125,Oglabr,Pclavi,0,0
10126,Opustu,Pclavi,0,0
10127,Oherba,Pclavi,0,0
10128,Evenus,Pclavi,0,0
10129,Onorve,Pclavi,0,0
10130,Ephyli,Pclavi,0,0
10131,Ospeit,Pclavi,0,0
10132,Obella,Pclavi,1,0
10133,Hpruss,Pclavi,0,0
10134,Odolic,Pclavi,0,0
10135,Hspira,Pclavi,0,0
10136,Elanat,Pclavi,0,0
10137,Omyrti,Pclavi,0,0
10138,Hnudip,Pclavi,0,0
10139,Hleuco,Pclavi,0,0
10140,Hacuti,Pclavi,0,0
10141,Hplicl,Pclavi,0,0
10142,Etesta,Pclavi,0,0
10143,Hplicd,Pclavi,0,0
10144,Edaphn,Pclavi,0,0
10145,Hpolit,Pclavi,0,0
10146,Epurpu,Pclavi,0,0
10147,Eatraa,Pclavi,0,0
10148,Eangus,Pclavi,0,0
10149,Hangli,Pclavi,0,0
10150,Hleuca,Pclavi,0,0
10151,Hoblit,Pclavi,0,0
10152,Heryth,Pclavi,0,0
10153,Halien,Pclavi,0,0
10154,Hsglab,Pclavi,0,0
10155,Htuber,Pclavi,0,0
10156,Eweiff,Pclavi,0,0
10157,Esubge,Pclavi,0,0
10158,Egemmc,Pclavi,0,0
10159,Eaurit,Pclavi,0,0
10160,Ospset,Pclavi,0,0
10161,Emyrti,Pclavi,0,0
10162,Esmyrt,Pclavi,0,0
10163,Esmyrs,Pclavi,0,0
10164,Eciner,Pclavi,0,0
10165,Eappen,Pclavi,0,0
10166,Hpscho,Pclavi,0,0
10167,Hplicp,Pclavi,0,0
10168,Hscapr,Pclavi,0,0
10169,Hanoma,Pclavi,0,0
10170,Oaacut,Pclavi,0,0
10171,Hpurpu,Pclavi,0,0
10172,Opolar,Pclavi,0,0
10173,Opprox,Pclavi,0,0
10174,Hspecc,Pclavi,0,0
10175,Hsglau,Pclavi,0,0
10176,Hslana,Pclavi,0,0
10177,Oelaea,Rbrach,0,0
10178,Obridg,Rbrach,0,0
10179,Ovaria,Rbrach,0,0
10180,Oobscu,Rbrach,0,0
10181,Okriec,Rbrach,0,0
10182,Onigri,Rbrach,0,0
10183,Ofoeti,Rbrach,0,0
10184,Ohasta,Rbrach,0,0
10185,Oadaph,Rbrach,0,0
10186,Ohelve,Rbrach,0,0
10187,Onival,Rbrach,0,0
10188,Ovimin,Rbrach,0,0
10189,Oproxi,Rbrach,0,0
10190,Ocolla,Rbrach,0,0
10191,Osamol,Rbrach,0,0
10192,Omyrsi,Rbrach,0,0
10193,Oarcti,Rbrach,0,0
10194,Eboreo,Rbrach,0,0
10195,Oglauc,Rbrach,0,0
10196,Elappo,Rbrach,0,0
10197,Elappc,Rbrach,0,0
10198,Olappo,Rbrach,0,0
10199,Olappl,Rbrach,0,0
10200,Emyrsi,Rbrach,0,0
10201,Ogalla,Rbrach,0,0
10202,Hischn,Rbrach,1,0
10203,Ehasta,Rbrach,0,0
10204,Egemmf,Rbrach,0,0
10205,Omonti,Rbrach,0,0
10206,Eelaea,Rbrach,0,0
10207,Hcarin,Rbrach,0,0
10208,Egemmh,Rbrach,0,0
10209,Hplicg,Rbrach,1,1
10210,Omacul,Rbrach,0,0
10211,Hspirh,Rbrach,0,0
10212,Obrevi,Rbrach,0,0
10213,Oretic,Rbrach,0,0
10214,Oretus,Rbrach,0,0
10215,Enigri,Rbrach,0,0
10216,Emucro,Rbrach,0,0
10217,Ovesic,Rbrach,0,0
10218,Oviril,Rbrach,0,0
10219,Opedun,Rbrach,0,0
10220,Otrian,Rbrach,0,0
10221,Oglabr,Rbrach,0,0
10222,Opustu,Rbrach,0,0
10223,Oherba,Rbrach,0,0
10224,Evenus,Rbrach,0,0
10225,Onorve,Rbrach,0,0
10226,Ephyli,Rbrach,0,0
10227,Ospeit,Rbrach,0,0
10228,Obella,Rbrach,0,0
10229,Hpruss,Rbrach,0,0
10230,Odolic,Rbrach,0,0
10231,Hspira,Rbrach,0,0
10232,Elanat,Rbrach,0,0
10233,Omyrti,Rbrach,0,0
10234,Hnudip,Rbrach,0,0
10235,Hleuco,Rbrach,0,0
10236,Hacuti,Rbrach,1,0
10237,Hplicl,Rbrach,1,1
10238,Etesta,Rbrach,0,0
10239,Hplicd,Rbrach,0,0
10240,Edaphn,Rbrach,0,0
10241,Hpolit,Rbrach,0,0
10242,Epurpu,Rbrach,0,0
10243,Eatraa,Rbrach,0,0
10244,Eangus,Rbrach,0,0
10245,Hangli,Rbrach,0,0
10246,Hleuca,Rbrach,0,0
10247,Hoblit,Rbrach,0,0
10248,Heryth,Rbrach,0,0
10249,Halien,Rbrach,0,0
10250,Hsglab,Rbrach,0,0
10251,Htuber,Rbrach,0,0
10252,Eweiff,Rbrach,0,0
10253,Esubge,Rbrach,0,0
10254,Egemmc,Rbrach,0,0
10255,Eaurit,Rbrach,0,0
10256,Ospset,Rbrach,0,0
10257,Emyrti,Rbrach,0,0
10258,Esmyrt,Rbrach,0,0
10259,Esmyrs,Rbrach,0,0
10260,Eciner,Rbrach,0,0
10261,Eappen,Rbrach,0,0
10262,Hpscho,Rbrach,0,0
10263,Hplicp,Rbrach,0,0
10264,Hscapr,Rbrach,0,0
10265,Hanoma,Rbrach,0,0
10266,Oaacut,Rbrach,0,0
10267,Hpurpu,Rbrach,0,0
10268,Opolar,Rbrach,0,0
10269,Opprox,Rbrach,0,0
10270,Hspecc,Rbrach,0,0
10271,Hsglau,Rbrach,1,0
10272,Hslana,Rbrach,0,0
10273,Oelaea,Salpin,0,0
10274,Obridg,Salpin,0,0
10275,Ovaria,Salpin,0,0
10276,Oobscu,Salpin,1,1
10277,Okriec,Salpin,0,0
10278,Onigri,Salpin,0,0
10279,Ofoeti,Salpin,1,0
10280,Ohasta,Salpin,0,0
10281,Oadaph,Salpin,0,0
10282,Ohelve,Salpin,0,0
10283,Onival,Salpin,0,0
10284,Ovimin,Salpin,0,0
10285,Oproxi,Salpin,0,0
10286,Ocolla,Salpin,0,0
10287,Osamol,Salpin,0,0
10288,Omyrsi,Salpin,0,0
10289,Oarcti,Salpin,0,0
10290,Eboreo,Salpin,0,0
10291,Oglauc,Salpin,0,0
10292,Elappo,Salpin,0,0
10293,Elappc,Salpin,0,0
10294,Olappo,Salpin,0,0
10295,Olappl,Salpin,0,0
10296,Emyrsi,Salpin,0,0
10297,Ogalla,Salpin,0,0
10298,Hischn,Salpin,0,0
10299,Ehasta,Salpin,0,0
10300,Egemmf,Salpin,1,0
10301,Omonti,Salpin,1,0
10302,Eelaea,Salpin,0,0
10303,Hcarin,Salpin,0,0
10304,Egemmh,Salpin,0,0
10305,Hplicg,Salpin,0,0
10306,Omacul,Salpin,0,0
10307,Hspirh,Salpin,0,0
10308,Obrevi,Salpin,0,0
10309,Oretic,Salpin,0,0
10310,Oretus,Salpin,0,0
10311,Enigri,Salpin,0,0
10312,Emucro,Salpin,0,0
10313,Ovesic,Salpin,0,0
10314,Oviril,Salpin,0,0
10315,Opedun,Salpin,0,0
10316,Otrian,Salpin,0,0
10317,Oglabr,Salpin,0,0
10318,Opustu,Salpin,0,0
10319,Oherba,Salpin,0,0
10320,Evenus,Salpin,0,0
10321,Onorve,Salpin,0,0
10322,Ephyli,Salpin,0,0
10323,Ospeit,Salpin,0,0
10324,Obella,Salpin,0,0
10325,Hpruss,Salpin,0,0
10326,Odolic,Salpin,0,0
10327,Hspira,Salpin,0,0
10328,Elanat,Salpin,0,0
10329,Omyrti,Salpin,0,0
10330,Hnudip,Salpin,0,0
10331,Hleuco,Salpin,0,0
10332,Hacuti,Salpin,0,0
10333,Hplicl,Salpin,0,0
10334,Etesta,Salpin,0,0
10335,Hplicd,Salpin,0,0
10336,Edaphn,Salpin,0,0
10337,Hpolit,Salpin,0,0
10338,Epurpu,Salpin,0,0
10339,Eatraa,Salpin,0,0
10340,Eangus,Salpin,0,0
10341,Hangli,Salpin,0,0
10342,Hleuca,Salpin,0,0
10343,Hoblit,Salpin,0,0
10344,Heryth,Salpin,0,0
10345,Halien,Salpin,0,0
10346,Hsglab,Salpin,0,0
10347,Htuber,Salpin,0,0
10348,Eweiff,Salpin,0,0
10349,Esubge,Salpin,0,0
10350,Egemmc,Salpin,0,0
10351,Eaurit,Salpin,0,0
10352,Ospset,Salpin,0,0
10353,Emyrti,Salpin,0,0
10354,Esmyrt,Salpin,0,0
10355,Esmyrs,Salpin,0,0
10356,Eciner,Salpin,0,0
10357,Eappen,Salpin,0,0
10358,Hpscho,Salpin,0,0
10359,Hplicp,Salpin,0,0
10360,Hscapr,Salpin,0,0
10361,Hanoma,Salpin,0,0
10362,Oaacut,Salpin,0,0
10363,Hpurpu,Salpin,0,0
10364,Opolar,Salpin,0,0
10365,Opprox,Salpin,0,0
10366,Hspecc,Salpin,0,0
10367,Hsglau,Salpin,0,0
10368,Hslana,Salpin,0,0
10369,Oelaea,Sborea,0,0
10370,Obridg,Sborea,0,0
10371,Ovaria,Sborea,0,0
10372,Oobscu,Sborea,0,0
10373,Okriec,Sborea,0,0
10374,Onigri,Sborea,0,0
10375,Ofoeti,Sborea,0,0
10376,Ohasta,Sborea,0,0
10377,Oadaph,Sborea,0,0
10378,Ohelve,Sborea,0,0
10379,Onival,Sborea,0,0
10380,Ovimin,Sborea,0,0
10381,Oproxi,Sborea,0,0
10382,Ocolla,Sborea,0,0
10383,Osamol,Sborea,0,0
10384,Omyrsi,Sborea,0,0
10385,Oarcti,Sborea,0,0
10386,Eboreo,Sborea,0,0
10387,Oglauc,Sborea,0,0
10388,Elappo,Sborea,0,0
10389,Elappc,Sborea,0,0
10390,Olappo,Sborea,0,0
10391,Olappl,Sborea,0,0
10392,Emyrsi,Sborea,0,0
10393,Ogalla,Sborea,0,0
10394,Hischn,Sborea,2,0
10395,Ehasta,Sborea,0,0
10396,Egemmf,Sborea,0,0
10397,Omonti,Sborea,0,0
10398,Eelaea,Sborea,0,0
10399,Hcarin,Sborea,0,0
10400,Egemmh,Sborea,0,0
10401,Hplicg,Sborea,1,0
10402,Omacul,Sborea,0,0
10403,Hspirh,Sborea,0,0
10404,Obrevi,Sborea,0,0
10405,Oretic,Sborea,0,0
10406,Oretus,Sborea,0,0
10407,Enigri,Sborea,0,0
10408,Emucro,Sborea,0,0
10409,Ovesic,Sborea,0,0
10410,Oviril,Sborea,0,0
10411,Opedun,Sborea,0,0
10412,Otrian,Sborea,0,0
10413,Oglabr,Sborea,0,0
10414,Opustu,Sborea,0,0
10415,Oherba,Sborea,0,0
10416,Evenus,Sborea,0,0
10417,Onorve,Sborea,0,0
10418,Ephyli,Sborea,0,0
10419,Ospeit,Sborea,0,0
10420,Obella,Sborea,0,0
10421,Hpruss,Sborea,0,0
10422,Odolic,Sborea,0,0
10423,Hspira,Sborea,0,0
10424,Elanat,Sborea,0,0
10425,Omyrti,Sborea,0,0
10426,Hnudip,Sborea,2,2
10427,Hleuco,Sborea,1,0
10428,Hacuti,Sborea,0,0
10429,Hplicl,Sborea,1,0
10430,Etesta,Sborea,0,0
10431,Hplicd,Sborea,0,0
10432,Edaphn,Sborea,0,0
10433,Hpolit,Sborea,0,0
10434,Epurpu,Sborea,0,0
10435,Eatraa,Sborea,0,0
10436,Eangus,Sborea,0,0
10437,Hangli,Sborea,0,0
10438,Hleuca,Sborea,0,0
10439,Hoblit,Sborea,0,0
10440,Heryth,Sborea,0,0
10441,Halien,Sborea,0,0
10442,Hsglab,Sborea,0,0
10443,Htuber,Sborea,0,0
10444,Eweiff,Sborea,0,0
10445,Esubge,Sborea,0,0
10446,Egemmc,Sborea,0,0
10447,Eaurit,Sborea,0,0
10448,Ospset,Sborea,0,0
10449,Emyrti,Sborea,0,0
10450,Esmyrt,Sborea,0,0
10451,Esmyrs,Sborea,0,0
10452,Eciner,Sborea,0,0
10453,Eappen,Sborea,0,0
10454,Hpscho,Sborea,0,0
10455,Hplicp,Sborea,1,0
10456,Hscapr,Sborea,0,0
10457,Hanoma,Sborea,0,0
10458,Oaacut,Sborea,0,0
10459,Hpurpu,Sborea,0,0
10460,Opolar,Sborea,0,0
10461,Opprox,Sborea,0,0
10462,Hspecc,Sborea,0,0
10463,Hsglau,Sborea,1,0
10464,Hslana,Sborea,0,0
10465,Oelaea,Sgranu,0,0
10466,Obridg,Sgranu,0,0
10467,Ovaria,Sgranu,4,3
10468,Oobscu,Sgranu,0,0
10469,Okriec,Sgranu,0,0
10470,Onigri,Sgranu,1,0
10471,Ofoeti,Sgranu,0,0
10472,Ohasta,Sgranu,3,2
10473,Oadaph,Sgranu,0,0
10474,Ohelve,Sgranu,0,0
10475,Onival,Sgranu,3,2
10476,Ovimin,Sgranu,0,0
10477,Oproxi,Sgranu,0,0
10478,Ocolla,Sgranu,0,0
10479,Osamol,Sgranu,2,0
10480,Omyrsi,Sgranu,0,0
10481,Oarcti,Sgranu,1,0
10482,Eboreo,Sgranu,0,0
10483,Oglauc,Sgranu,1,0
10484,Elappo,Sgranu,2,0
10485,Elappc,Sgranu,1,0
10486,Olappo,Sgranu,1,0
10487,Olappl,Sgranu,1,0
10488,Emyrsi,Sgranu,1,0
10489,Ogalla,Sgranu,0,0
10490,Hischn,Sgranu,0,0
10491,Ehasta,Sgranu,1,0
10492,Egemmf,Sgranu,0,0
10493,Omonti,Sgranu,0,0
10494,Eelaea,Sgranu,0,0
10495,Hcarin,Sgranu,0,0
10496,Egemmh,Sgranu,0,0
10497,Hplicg,Sgranu,0,0
10498,Omacul,Sgranu,0,0
10499,Hspirh,Sgranu,0,0
10500,Obrevi,Sgranu,0,0
10501,Oretic,Sgranu,1,0
10502,Oretus,Sgranu,0,0
10503,Enigri,Sgranu,0,0
10504,Emucro,Sgranu,0,0
10505,Ovesic,Sgranu,0,0
10506,Oviril,Sgranu,0,0
10507,Opedun,Sgranu,0,0
10508,Otrian,Sgranu,0,0
10509,Oglabr,Sgranu,3,1
10510,Opustu,Sgranu,0,0
10511,Oherba,Sgranu,0,0
10512,Evenus,Sgranu,1,0
10513,Onorve,Sgranu,3,2
10514,Ephyli,Sgranu,1,0
10515,Ospeit,Sgranu,0,0
10516,Obella,Sgranu,0,0
10517,Hpruss,Sgranu,0,0
10518,Odolic,Sgranu,1,0
10519,Hspira,Sgranu,0,0
10520,Elanat,Sgranu,0,0
10521,Omyrti,Sgranu,1,0
10522,Hnudip,Sgranu,0,0
10523,Hleuco,Sgranu,0,0
10524,Hacuti,Sgranu,0,0
10525,Hplicl,Sgranu,0,0
10526,Etesta,Sgranu,0,0
10527,Hplicd,Sgranu,0,0
10528,Edaphn,Sgranu,0,0
10529,Hpolit,Sgranu,0,0
10530,Epurpu,Sgranu,0,0
10531,Eatraa,Sgranu,0,0
10532,Eangus,Sgranu,0,0
10533,Hangli,Sgranu,0,0
10534,Hleuca,Sgranu,0,0
10535,Hoblit,Sgranu,0,0
10536,Heryth,Sgranu,0,0
10537,Halien,Sgranu,0,0
10538,Hsglab,Sgranu,0,0
10539,Htuber,Sgranu,0,0
10540,Eweiff,Sgranu,0,0
10541,Esubge,Sgranu,0,0
10542,Egemmc,Sgranu,0,0
10543,Eaurit,Sgranu,0,0
10544,Ospset,Sgranu,1,0
10545,Emyrti,Sgranu,1,0
10546,Esmyrt,Sgranu,0,0
10547,Esmyrs,Sgranu,0,0
10548,Eciner,Sgranu,0,0
10549,Eappen,Sgranu,0,0
10550,Hpscho,Sgranu,0,0
10551,Hplicp,Sgranu,0,0
10552,Hscapr,Sgranu,0,0
10553,Hanoma,Sgranu,0,0
10554,Oaacut,Sgranu,0,0
10555,Hpurpu,Sgranu,0,0
10556,Opolar,Sgranu,0,0
10557,Opprox,Sgranu,0,0
10558,Hspecc,Sgranu,0,0
10559,Hsglau,Sgranu,0,0
10560,Hslana,Sgranu,0,0
10561,Oelaea,Smorle,0,0
10562,Obridg,Smorle,0,0
10563,Ovaria,Smorle,1,0
10564,Oobscu,Smorle,0,0
10565,Okriec,Smorle,1,0
10566,Onigri,Smorle,0,0
10567,Ofoeti,Smorle,0,0
10568,Ohasta,Smorle,2,0
10569,Oadaph,Smorle,0,0
10570,Ohelve,Smorle,0,0
10571,Onival,Smorle,1,0
10572,Ovimin,Smorle,0,0
10573,Oproxi,Smorle,1,0
10574,Ocolla,Smorle,0,0
10575,Osamol,Smorle,0,0
10576,Omyrsi,Smorle,0,0
10577,Oarcti,Smorle,0,0
10578,Eboreo,Smorle,0,0
10579,Oglauc,Smorle,0,0
10580,Elappo,Smorle,0,0
10581,Elappc,Smorle,0,0
10582,Olappo,Smorle,0,0
10583,Olappl,Smorle,0,0
10584,Emyrsi,Smorle,0,0
10585,Ogalla,Smorle,0,0
10586,Hischn,Smorle,2,1
10587,Ehasta,Smorle,2,0
10588,Egemmf,Smorle,0,0
10589,Omonti,Smorle,0,0
10590,Eelaea,Smorle,0,0
10591,Hcarin,Smorle,0,0
10592,Egemmh,Smorle,2,0
10593,Hplicg,Smorle,2,1
10594,Omacul,Smorle,1,0
10595,Hspirh,Smorle,2,2
10596,Obrevi,Smorle,0,0
10597,Oretic,Smorle,0,0
10598,Oretus,Smorle,0,0
10599,Enigri,Smorle,0,0
10600,Emucro,Smorle,0,0
10601,Ovesic,Smorle,0,0
10602,Oviril,Smorle,0,0
10603,Opedun,Smorle,0,0
10604,Otrian,Smorle,0,0
10605,Oglabr,Smorle,0,0
10606,Opustu,Smorle,1,0
10607,Oherba,Smorle,0,0
10608,Evenus,Smorle,0,0
10609,Onorve,Smorle,0,0
10610,Ephyli,Smorle,0,0
10611,Ospeit,Smorle,0,0
10612,Obella,Smorle,0,0
10613,Hpruss,Smorle,6,1
10614,Odolic,Smorle,0,0
10615,Hspira,Smorle,1,0
10616,Elanat,Smorle,0,0
10617,Omyrti,Smorle,0,0
10618,Hnudip,Smorle,2,0
10619,Hleuco,Smorle,2,0
10620,Hacuti,Smorle,0,0
10621,Hplicl,Smorle,1,1
10622,Etesta,Smorle,0,0
10623,Hplicd,Smorle,1,0
10624,Edaphn,Smorle,0,0
10625,Hpolit,Smorle,1,1
10626,Epurpu,Smorle,0,0
10627,Eatraa,Smorle,0,0
10628,Eangus,Smorle,0,0
10629,Hangli,Smorle,3,1
10630,Hleuca,Smorle,7,5
10631,Hoblit,Smorle,0,0
10632,Heryth,Smorle,2,0
10633,Halien,Smorle,2,1
10634,Hsglab,Smorle,0,0
10635,Htuber,Smorle,0,0
10636,Eweiff,Smorle,0,0
10637,Esubge,Smorle,0,0
10638,Egemmc,Smorle,0,0
10639,Eaurit,Smorle,0,0
10640,Ospset,Smorle,0,0
10641,Emyrti,Smorle,1,0
10642,Esmyrt,Smorle,0,0
10643,Esmyrs,Smorle,0,0
10644,Eciner,Smorle,0,0
10645,Eappen,Smorle,0,0
10646,Hpscho,Smorle,1,0
10647,Hplicp,Smorle,0,0
10648,Hscapr,Smorle,1,1
10649,Hanoma,Smorle,2,0
10650,Oaacut,Smorle,0,0
10651,Hpurpu,Smorle,1,0
10652,Opolar,Smorle,0,0
10653,Opprox,Smorle,0,0
10654,Hspecc,Smorle,0,0
10655,Hsglau,Smorle,0,0
10656,Hslana,Smorle,0,0
10657,Oelaea,Snigri,0,0
10658,Obridg,Snigri,0,0
10659,Ovaria,Snigri,0,0
10660,Oobscu,Snigri,0,0
10661,Okriec,Snigri,0,0
10662,Onigri,Snigri,0,0
10663,Ofoeti,Snigri,0,0
10664,Ohasta,Snigri,0,0
10665,Oadaph,Snigri,0,0
10666,Ohelve,Snigri,0,0
10667,Onival,Snigri,0,0
10668,Ovimin,Snigri,0,0
10669,Oproxi,Snigri,0,0
10670,Ocolla,Snigri,0,0
10671,Osamol,Snigri,0,0
10672,Omyrsi,Snigri,0,0
10673,Oarcti,Snigri,0,0
10674,Eboreo,Snigri,0,0
10675,Oglauc,Snigri,0,0
10676,Elappo,Snigri,1,0
10677,Elappc,Snigri,0,0
10678,Olappo,Snigri,0,0
10679,Olappl,Snigri,0,0
10680,Emyrsi,Snigri,0,0
10681,Ogalla,Snigri,0,0
10682,Hischn,Snigri,1,0
10683,Ehasta,Snigri,0,0
10684,Egemmf,Snigri,0,0
10685,Omonti,Snigri,0,0
10686,Eelaea,Snigri,0,0
10687,Hcarin,Snigri,0,0
10688,Egemmh,Snigri,0,0
10689,Hplicg,Snigri,2,0
10690,Omacul,Snigri,0,0
10691,Hspirh,Snigri,0,0
10692,Obrevi,Snigri,0,0
10693,Oretic,Snigri,0,0
10694,Oretus,Snigri,0,0
10695,Enigri,Snigri,0,0
10696,Emucro,Snigri,0,0
10697,Ovesic,Snigri,0,0
10698,Oviril,Snigri,0,0
10699,Opedun,Snigri,0,0
10700,Otrian,Snigri,0,0
10701,Oglabr,Snigri,0,0
10702,Opustu,Snigri,0,0
10703,Oherba,Snigri,0,0
10704,Evenus,Snigri,0,0
10705,Onorve,Snigri,0,0
10706,Ephyli,Snigri,0,0
10707,Ospeit,Snigri,0,0
10708,Obella,Snigri,0,0
10709,Hpruss,Snigri,0,0
10710,Odolic,Snigri,0,0
10711,Hspira,Snigri,0,0
10712,Elanat,Snigri,0,0
10713,Omyrti,Snigri,0,0
10714,Hnudip,Snigri,1,1
10715,Hleuco,Snigri,1,0
10716,Hacuti,Snigri,1,1
10717,Hplicl,Snigri,1,0
10718,Etesta,Snigri,0,0
10719,Hplicd,Snigri,0,0
10720,Edaphn,Snigri,0,0
10721,Hpolit,Snigri,0,0
10722,Epurpu,Snigri,0,0
10723,Eatraa,Snigri,0,0
10724,Eangus,Snigri,0,0
10725,Hangli,Snigri,0,0
10726,Hleuca,Snigri,0,0
10727,Hoblit,Snigri,0,0
10728,Heryth,Snigri,0,0
10729,Halien,Snigri,0,0
10730,Hsglab,Snigri,0,0
10731,Htuber,Snigri,0,0
10732,Eweiff,Snigri,0,0
10733,Esubge,Snigri,0,0
