,Salix,Rgaller,cooccur,interact
1515,helvetica,Eelaea,0,0
1516,glaucosericea,Eelaea,0,0
1517,cinerea,Eelaea,0,0
1518,purpurea,Eelaea,4,0
1519,alba,Eelaea,0,0
1520,fragilis,Eelaea,0,0
1521,repens,Eelaea,0,0
1522,lapponum,Eelaea,0,0
1523,myrsinites,Eelaea,0,0
1524,phylicifolia,Eelaea,0,0
1525,glauca,Eelaea,0,0
1526,caprea,Eelaea,1,0
1527,mielichhoferi,Eelaea,1,0
1528,waldsteiniana,Eelaea,0,0
1529,pentandra,Eelaea,0,0
1530,breviserrata,Eelaea,0,0
1531,reticulata,Eelaea,1,0
1532,retusa,Eelaea,1,0
1533,aurita,Eelaea,0,0
1534,triandra,Eelaea,0,0
1535,lanata,Eelaea,0,0
1536,herbacea,Eelaea,0,0
1537,borealis,Eelaea,0,0
1538,myrtilloides,Eelaea,0,0
1539,viminalis,Eelaea,0,0
1540,glabra,Eelaea,0,0
1541,apennina,Eelaea,0,0
1542,rubens,Eelaea,0,0
1543,rosmarinifolia,Eelaea,0,0
1544,caprea x appendiculata,Eelaea,1,0
1545,cinerea oleifolia,Eelaea,0,0
1546,viminalis x caprea,Eelaea,0,0
1547,viminalis x ?,Eelaea,0,0
1548,alpina?,Eelaea,0,0
1549,phylicifolia x caprea ?,Eelaea,0,0
1550,lapponum x glauca?,Eelaea,0,0
1551,lapponum x glauca,Eelaea,0,0
1552,aurita x caprea,Eelaea,0,0
1553,starkeana,Eelaea,0,0
1554,hastata x phylicifolia,Eelaea,0,0
1555,lapponum x phylicifolia,Eelaea,0,0
1556,acutifolia,Eelaea,0,0
1557,bicolor,Eelaea,0,0
1558,polaris,Eelaea,0,0
1559,cinerea x myrsinifolia,Eelaea,0,0
1560,fragilis x pentandra,Eelaea,0,0
1561,elaeagnos,Hcarin,0,0
1562,appendiculata,Hcarin,3,0
1563,myrsinifolia,Hcarin,3,0
1564,foetida,Hcarin,2,0
1565,hastata,Hcarin,3,0
1566,daphnoides,Hcarin,0,0
1567,helvetica,Hcarin,4,0
1568,glaucosericea,Hcarin,4,0
1569,cinerea,Hcarin,0,0
1570,purpurea,Hcarin,0,0
1571,alba,Hcarin,0,0
1572,fragilis,Hcarin,0,0
1573,repens,Hcarin,0,0
1574,lapponum,Hcarin,0,0
1575,myrsinites,Hcarin,0,0
1576,phylicifolia,Hcarin,0,0
1577,glauca,Hcarin,0,0
1578,caprea,Hcarin,0,0
1579,mielichhoferi,Hcarin,0,0
1580,waldsteiniana,Hcarin,0,0
1581,pentandra,Hcarin,10,10
1582,breviserrata,Hcarin,0,0
1583,reticulata,Hcarin,0,0
1584,retusa,Hcarin,0,0
1585,aurita,Hcarin,2,0
1586,triandra,Hcarin,0,0
1587,lanata,Hcarin,0,0
1588,herbacea,Hcarin,0,0
1589,borealis,Hcarin,0,0
1590,myrtilloides,Hcarin,0,0
1591,viminalis,Hcarin,0,0
1592,glabra,Hcarin,0,0
1593,apennina,Hcarin,0,0
1594,rubens,Hcarin,0,0
1595,rosmarinifolia,Hcarin,0,0
1596,caprea x appendiculata,Hcarin,0,0
1597,cinerea oleifolia,Hcarin,0,0
1598,viminalis x caprea,Hcarin,0,0
1599,viminalis x ?,Hcarin,0,0
1600,alpina?,Hcarin,0,0
1601,phylicifolia x caprea ?,Hcarin,0,0
1602,lapponum x glauca?,Hcarin,0,0
1603,lapponum x glauca,Hcarin,0,0
1604,aurita x caprea,Hcarin,0,0
1605,starkeana,Hcarin,0,0
1606,hastata x phylicifolia,Hcarin,0,0
1607,lapponum x phylicifolia,Hcarin,0,0
1608,acutifolia,Hcarin,0,0
1609,bicolor,Hcarin,0,0
1610,polaris,Hcarin,0,0
1611,cinerea x myrsinifolia,Hcarin,0,0
1612,fragilis x pentandra,Hcarin,0,0
1613,elaeagnos,Egemmh,0,0
1614,appendiculata,Egemmh,3,0
1615,myrsinifolia,Egemmh,4,0
1616,foetida,Egemmh,5,0
1617,hastata,Egemmh,10,0
1618,daphnoides,Egemmh,0,0
1619,helvetica,Egemmh,24,24
1620,glaucosericea,Egemmh,7,0
1621,cinerea,Egemmh,0,0
1622,purpurea,Egemmh,1,0
1623,alba,Egemmh,0,0
1624,fragilis,Egemmh,0,0
1625,repens,Egemmh,0,0
1626,lapponum,Egemmh,0,0
1627,myrsinites,Egemmh,0,0
1628,phylicifolia,Egemmh,0,0
1629,glauca,Egemmh,0,0
1630,caprea,Egemmh,0,0
1631,mielichhoferi,Egemmh,0,0
1632,waldsteiniana,Egemmh,0,0
1633,pentandra,Egemmh,4,0
1634,breviserrata,Egemmh,1,0
1635,reticulata,Egemmh,2,0
1636,retusa,Egemmh,2,0
1637,aurita,Egemmh,0,0
1638,triandra,Egemmh,0,0
1639,lanata,Egemmh,0,0
1640,herbacea,Egemmh,0,0
1641,borealis,Egemmh,0,0
1642,myrtilloides,Egemmh,0,0
1643,viminalis,Egemmh,0,0
1644,glabra,Egemmh,0,0
1645,apennina,Egemmh,0,0
1646,rubens,Egemmh,0,0
1647,rosmarinifolia,Egemmh,0,0
1648,caprea x appendiculata,Egemmh,0,0
1649,cinerea oleifolia,Egemmh,0,0
1650,viminalis x caprea,Egemmh,0,0
1651,viminalis x ?,Egemmh,0,0
1652,alpina?,Egemmh,0,0
1653,phylicifolia x caprea ?,Egemmh,0,0
1654,lapponum x glauca?,Egemmh,0,0
1655,lapponum x glauca,Egemmh,0,0
1656,aurita x caprea,Egemmh,0,0
1657,starkeana,Egemmh,0,0
1658,hastata x phylicifolia,Egemmh,0,0
1659,lapponum x phylicifolia,Egemmh,0,0
1660,acutifolia,Egemmh,0,0
1661,bicolor,Egemmh,0,0
1662,polaris,Egemmh,0,0
1663,cinerea x myrsinifolia,Egemmh,0,0
1664,fragilis x pentandra,Egemmh,0,0
1665,elaeagnos,Hplicg,0,0
1666,appendiculata,Hplicg,3,0
1667,myrsinifolia,Hplicg,8,0
1668,foetida,Hplicg,1,0
1669,hastata,Hplicg,11,0
1670,daphnoides,Hplicg,0,0
1671,helvetica,Hplicg,5,0
1672,glaucosericea,Hplicg,10,10
1673,cinerea,Hplicg,0,0
1674,purpurea,Hplicg,0,0
1675,alba,Hplicg,0,0
1676,fragilis,Hplicg,0,0
1677,repens,Hplicg,0,0
1678,lapponum,Hplicg,16,0
1679,myrsinites,Hplicg,2,0
1680,phylicifolia,Hplicg,8,0
1681,glauca,Hplicg,34,34
1682,caprea,Hplicg,4,0
1683,mielichhoferi,Hplicg,0,0
1684,waldsteiniana,Hplicg,0,0
1685,pentandra,Hplicg,3,0
1686,breviserrata,Hplicg,0,0
1687,reticulata,Hplicg,1,0
1688,retusa,Hplicg,0,0
1689,aurita,Hplicg,0,0
1690,triandra,Hplicg,0,0
1691,lanata,Hplicg,3,0
1692,herbacea,Hplicg,0,0
1693,borealis,Hplicg,0,0
1694,myrtilloides,Hplicg,0,0
1695,viminalis,Hplicg,0,0
1696,glabra,Hplicg,0,0
1697,apennina,Hplicg,0,0
1698,rubens,Hplicg,0,0
1699,rosmarinifolia,Hplicg,0,0
1700,caprea x appendiculata,Hplicg,0,0
1701,cinerea oleifolia,Hplicg,0,0
1702,viminalis x caprea,Hplicg,0,0
1703,viminalis x ?,Hplicg,0,0
1704,alpina?,Hplicg,0,0
1705,phylicifolia x caprea ?,Hplicg,0,0
1706,lapponum x glauca?,Hplicg,1,0
1707,lapponum x glauca,Hplicg,0,0
1708,aurita x caprea,Hplicg,0,0
1709,starkeana,Hplicg,0,0
1710,hastata x phylicifolia,Hplicg,0,0
1711,lapponum x phylicifolia,Hplicg,0,0
1712,acutifolia,Hplicg,0,0
1713,bicolor,Hplicg,0,0
1714,polaris,Hplicg,0,0
1715,cinerea x myrsinifolia,Hplicg,0,0
1716,fragilis x pentandra,Hplicg,0,0
1717,elaeagnos,Omacul,0,0
1718,appendiculata,Omacul,2,0
1719,myrsinifolia,Omacul,4,0
1720,foetida,Omacul,1,0
1721,hastata,Omacul,8,0
1722,daphnoides,Omacul,1,0
1723,helvetica,Omacul,15,15
1724,glaucosericea,Omacul,7,0
1725,cinerea,Omacul,0,0
1726,purpurea,Omacul,2,0
1727,alba,Omacul,0,0
1728,fragilis,Omacul,0,0
1729,repens,Omacul,0,0
1730,lapponum,Omacul,0,0
1731,myrsinites,Omacul,0,0
1732,phylicifolia,Omacul,0,0
1733,glauca,Omacul,0,0
1734,caprea,Omacul,0,0
1735,mielichhoferi,Omacul,0,0
1736,waldsteiniana,Omacul,0,0
1737,pentandra,Omacul,0,0
1738,breviserrata,Omacul,1,0
1739,reticulata,Omacul,0,0
1740,retusa,Omacul,1,0
1741,aurita,Omacul,0,0
1742,triandra,Omacul,0,0
1743,lanata,Omacul,0,0
1744,herbacea,Omacul,0,0
1745,borealis,Omacul,0,0
1746,myrtilloides,Omacul,0,0
1747,viminalis,Omacul,0,0
1748,glabra,Omacul,0,0
1749,apennina,Omacul,0,0
1750,rubens,Omacul,0,0
1751,rosmarinifolia,Omacul,0,0
1752,caprea x appendiculata,Omacul,0,0
1753,cinerea oleifolia,Omacul,0,0
1754,viminalis x caprea,Omacul,0,0
1755,viminalis x ?,Omacul,0,0
1756,alpina?,Omacul,0,0
1757,phylicifolia x caprea ?,Omacul,0,0
1758,lapponum x glauca?,Omacul,0,0
1759,lapponum x glauca,Omacul,0,0
1760,aurita x caprea,Omacul,0,0
1761,starkeana,Omacul,0,0
1762,hastata x phylicifolia,Omacul,0,0
1763,lapponum x phylicifolia,Omacul,0,0
1764,acutifolia,Omacul,0,0
1765,bicolor,Omacul,0,0
1766,polaris,Omacul,0,0
1767,cinerea x myrsinifolia,Omacul,0,0
1768,fragilis x pentandra,Omacul,0,0
1769,elaeagnos,Hspirh,0,0
1770,appendiculata,Hspirh,0,0
1771,myrsinifolia,Hspirh,0,0
1772,foetida,Hspirh,0,0
1773,hastata,Hspirh,3,0
1774,daphnoides,Hspirh,0,0
1775,helvetica,Hspirh,5,5
1776,glaucosericea,Hspirh,4,0
1777,cinerea,Hspirh,0,0
1778,purpurea,Hspirh,0,0
1779,alba,Hspirh,0,0
1780,fragilis,Hspirh,0,0
1781,repens,Hspirh,0,0
1782,lapponum,Hspirh,0,0
1783,myrsinites,Hspirh,0,0
1784,phylicifolia,Hspirh,0,0
1785,glauca,Hspirh,0,0
1786,caprea,Hspirh,0,0
1787,mielichhoferi,Hspirh,0,0
1788,waldsteiniana,Hspirh,0,0
1789,pentandra,Hspirh,0,0
1790,breviserrata,Hspirh,0,0
1791,reticulata,Hspirh,1,0
1792,retusa,Hspirh,1,0
1793,aurita,Hspirh,0,0
1794,triandra,Hspirh,0,0
1795,lanata,Hspirh,0,0
1796,herbacea,Hspirh,0,0
1797,borealis,Hspirh,0,0
1798,myrtilloides,Hspirh,0,0
1799,viminalis,Hspirh,0,0
1800,glabra,Hspirh,0,0
1801,apennina,Hspirh,0,0
1802,rubens,Hspirh,0,0
1803,rosmarinifolia,Hspirh,0,0
1804,caprea x appendiculata,Hspirh,0,0
1805,cinerea oleifolia,Hspirh,0,0
1806,viminalis x caprea,Hspirh,0,0
1807,viminalis x ?,Hspirh,0,0
1808,alpina?,Hspirh,0,0
1809,phylicifolia x caprea ?,Hspirh,0,0
1810,lapponum x glauca?,Hspirh,0,0
1811,lapponum x glauca,Hspirh,0,0
1812,aurita x caprea,Hspirh,0,0
1813,starkeana,Hspirh,0,0
1814,hastata x phylicifolia,Hspirh,0,0
1815,lapponum x phylicifolia,Hspirh,0,0
1816,acutifolia,Hspirh,0,0
1817,bicolor,Hspirh,0,0
1818,polaris,Hspirh,0,0
1819,cinerea x myrsinifolia,Hspirh,0,0
1820,fragilis x pentandra,Hspirh,0,0
1821,elaeagnos,Obrevi,0,0
1822,appendiculata,Obrevi,0,0
1823,myrsinifolia,Obrevi,5,0
1824,foetida,Obrevi,6,0
1825,hastata,Obrevi,5,0
1826,daphnoides,Obrevi,0,0
1827,helvetica,Obrevi,2,0
1828,glaucosericea,Obrevi,0,0
1829,cinerea,Obrevi,0,0
1830,purpurea,Obrevi,1,0
1831,alba,Obrevi,0,0
1832,fragilis,Obrevi,0,0
1833,repens,Obrevi,0,0
1834,lapponum,Obrevi,0,0
1835,myrsinites,Obrevi,0,0
1836,phylicifolia,Obrevi,0,0
1837,glauca,Obrevi,0,0
1838,caprea,Obrevi,0,0
1839,mielichhoferi,Obrevi,0,0
1840,waldsteiniana,Obrevi,0,0
1841,pentandra,Obrevi,0,0
1842,breviserrata,Obrevi,9,9
1843,reticulata,Obrevi,1,0
1844,retusa,Obrevi,0,0
1845,aurita,Obrevi,0,0
1846,triandra,Obrevi,0,0
1847,lanata,Obrevi,0,0
1848,herbacea,Obrevi,0,0
1849,borealis,Obrevi,0,0
1850,myrtilloides,Obrevi,0,0
1851,viminalis,Obrevi,0,0
1852,glabra,Obrevi,0,0
1853,apennina,Obrevi,0,0
1854,rubens,Obrevi,0,0
1855,rosmarinifolia,Obrevi,0,0
1856,caprea x appendiculata,Obrevi,0,0
1857,cinerea oleifolia,Obrevi,0,0
1858,viminalis x caprea,Obrevi,0,0
1859,viminalis x ?,Obrevi,0,0
1860,alpina?,Obrevi,0,0
1861,phylicifolia x caprea ?,Obrevi,0,0
1862,lapponum x glauca?,Obrevi,0,0
1863,lapponum x glauca,Obrevi,0,0
1864,aurita x caprea,Obrevi,0,0
1865,starkeana,Obrevi,0,0
1866,hastata x phylicifolia,Obrevi,0,0
1867,lapponum x phylicifolia,Obrevi,0,0
1868,acutifolia,Obrevi,0,0
1869,bicolor,Obrevi,0,0
1870,polaris,Obrevi,0,0
1871,cinerea x myrsinifolia,Obrevi,0,0
1872,fragilis x pentandra,Obrevi,0,0
1873,elaeagnos,Oretic,1,0
1874,appendiculata,Oretic,1,0
1875,myrsinifolia,Oretic,2,0
1876,foetida,Oretic,4,0
1877,hastata,Oretic,4,0
1878,daphnoides,Oretic,0,0
1879,helvetica,Oretic,2,0
1880,glaucosericea,Oretic,0,0
1881,cinerea,Oretic,0,0
1882,purpurea,Oretic,2,0
1883,alba,Oretic,0,0
1884,fragilis,Oretic,0,0
1885,repens,Oretic,0,0
1886,lapponum,Oretic,2,0
1887,myrsinites,Oretic,3,0
1888,phylicifolia,Oretic,0,0
1889,glauca,Oretic,3,0
1890,caprea,Oretic,0,0
1891,mielichhoferi,Oretic,0,0
1892,waldsteiniana,Oretic,0,0
1893,pentandra,Oretic,0,0
1894,breviserrata,Oretic,1,0
1895,reticulata,Oretic,13,13
1896,retusa,Oretic,5,0
1897,aurita,Oretic,0,0
1898,triandra,Oretic,0,0
1899,lanata,Oretic,3,0
1900,herbacea,Oretic,3,0
1901,borealis,Oretic,0,0
1902,myrtilloides,Oretic,0,0
1903,viminalis,Oretic,0,0
1904,glabra,Oretic,0,0
1905,apennina,Oretic,0,0
1906,rubens,Oretic,0,0
1907,rosmarinifolia,Oretic,0,0
1908,caprea x appendiculata,Oretic,0,0
1909,cinerea oleifolia,Oretic,0,0
1910,viminalis x caprea,Oretic,0,0
1911,viminalis x ?,Oretic,0,0
1912,alpina?,Oretic,0,0
1913,phylicifolia x caprea ?,Oretic,0,0
1914,lapponum x glauca?,Oretic,0,0
1915,lapponum x glauca,Oretic,0,0
1916,aurita x caprea,Oretic,0,0
1917,starkeana,Oretic,0,0
1918,hastata x phylicifolia,Oretic,0,0
1919,lapponum x phylicifolia,Oretic,0,0
1920,acutifolia,Oretic,0,0
1921,bicolor,Oretic,0,0
1922,polaris,Oretic,0,0
1923,cinerea x myrsinifolia,Oretic,0,0
1924,fragilis x pentandra,Oretic,0,0
1925,elaeagnos,Oretus,1,0
1926,appendiculata,Oretus,1,0
1927,myrsinifolia,Oretus,2,0
1928,foetida,Oretus,5,0
1929,hastata,Oretus,2,0
1930,daphnoides,Oretus,0,0
1931,helvetica,Oretus,3,0
1932,glaucosericea,Oretus,0,0
1933,cinerea,Oretus,0,0
1934,purpurea,Oretus,3,0
1935,alba,Oretus,0,0
1936,fragilis,Oretus,0,0
1937,repens,Oretus,0,0
1938,lapponum,Oretus,0,0
1939,myrsinites,Oretus,0,0
1940,phylicifolia,Oretus,0,0
1941,glauca,Oretus,0,0
1942,caprea,Oretus,0,0
1943,mielichhoferi,Oretus,0,0
1944,waldsteiniana,Oretus,0,0
1945,pentandra,Oretus,0,0
1946,breviserrata,Oretus,0,0
1947,reticulata,Oretus,5,0
1948,retusa,Oretus,11,11
1949,aurita,Oretus,0,0
1950,triandra,Oretus,0,0
1951,lanata,Oretus,0,0
1952,herbacea,Oretus,0,0
1953,borealis,Oretus,0,0
1954,myrtilloides,Oretus,0,0
1955,viminalis,Oretus,0,0
1956,glabra,Oretus,0,0
1957,apennina,Oretus,0,0
1958,rubens,Oretus,0,0
1959,rosmarinifolia,Oretus,0,0
1960,caprea x appendiculata,Oretus,0,0
1961,cinerea oleifolia,Oretus,0,0
1962,viminalis x caprea,Oretus,0,0
1963,viminalis x ?,Oretus,0,0
1964,alpina?,Oretus,0,0
1965,phylicifolia x caprea ?,Oretus,0,0
1966,lapponum x glauca?,Oretus,0,0
1967,lapponum x glauca,Oretus,0,0
1968,aurita x caprea,Oretus,0,0
1969,starkeana,Oretus,0,0
1970,hastata x phylicifolia,Oretus,0,0
1971,lapponum x phylicifolia,Oretus,0,0
1972,acutifolia,Oretus,0,0
1973,bicolor,Oretus,0,0
1974,polaris,Oretus,0,0
1975,cinerea x myrsinifolia,Oretus,0,0
1976,fragilis x pentandra,Oretus,0,0
1977,elaeagnos,Enigri,2,0
1978,appendiculata,Enigri,0,0
1979,myrsinifolia,Enigri,1,0
1980,foetida,Enigri,0,0
1981,hastata,Enigri,0,0
1982,daphnoides,Enigri,1,0
1983,helvetica,Enigri,0,0
1984,glaucosericea,Enigri,0,0
1985,cinerea,Enigri,0,0
1986,purpurea,Enigri,2,0
1987,alba,Enigri,0,0
1988,fragilis,Enigri,0,0
1989,repens,Enigri,0,0
1990,lapponum,Enigri,0,0
1991,myrsinites,Enigri,0,0
1992,phylicifolia,Enigri,0,0
1993,glauca,Enigri,0,0
1994,caprea,Enigri,5,5
1995,mielichhoferi,Enigri,0,0
1996,waldsteiniana,Enigri,0,0
1997,pentandra,Enigri,0,0
1998,breviserrata,Enigri,0,0
1999,reticulata,Enigri,0,0
2000,retusa,Enigri,0,0
2001,aurita,Enigri,0,0
2002,triandra,Enigri,0,0
2003,lanata,Enigri,0,0
2004,herbacea,Enigri,0,0
2005,borealis,Enigri,0,0
2006,myrtilloides,Enigri,0,0
2007,viminalis,Enigri,0,0
2008,glabra,Enigri,0,0
2009,apennina,Enigri,0,0
2010,rubens,Enigri,0,0
2011,rosmarinifolia,Enigri,0,0
2012,caprea x appendiculata,Enigri,1,0
2013,cinerea oleifolia,Enigri,0,0
2014,viminalis x caprea,Enigri,0,0
2015,viminalis x ?,Enigri,0,0
2016,alpina?,Enigri,0,0
2017,phylicifolia x caprea ?,Enigri,0,0
2018,lapponum x glauca?,Enigri,0,0
2019,lapponum x glauca,Enigri,0,0
2020,aurita x caprea,Enigri,0,0
2021,starkeana,Enigri,0,0
2022,hastata x phylicifolia,Enigri,0,0
2023,lapponum x phylicifolia,Enigri,0,0
2024,acutifolia,Enigri,0,0
2025,bicolor,Enigri,0,0
2026,polaris,Enigri,0,0
2027,cinerea x myrsinifolia,Enigri,0,0
2028,fragilis x pentandra,Enigri,0,0
2029,elaeagnos,Emucro,0,0
2030,appendiculata,Emucro,0,0
2031,myrsinifolia,Emucro,0,0
2032,foetida,Emucro,0,0
2033,hastata,Emucro,0,0
2034,daphnoides,Emucro,0,0
2035,helvetica,Emucro,0,0
2036,glaucosericea,Emucro,0,0
2037,cinerea,Emucro,1,0
2038,purpurea,Emucro,0,0
2039,alba,Emucro,0,0
2040,fragilis,Emucro,0,0
2041,repens,Emucro,0,0
2042,lapponum,Emucro,0,0
2043,myrsinites,Emucro,0,0
2044,phylicifolia,Emucro,0,0
2045,glauca,Emucro,0,0
2046,caprea,Emucro,2,0
2047,mielichhoferi,Emucro,0,0
2048,waldsteiniana,Emucro,0,0
2049,pentandra,Emucro,1,0
2050,breviserrata,Emucro,0,0
2051,reticulata,Emucro,0,0
2052,retusa,Emucro,0,0
2053,aurita,Emucro,19,19
2054,triandra,Emucro,0,0
2055,lanata,Emucro,0,0
2056,herbacea,Emucro,0,0
2057,borealis,Emucro,0,0
2058,myrtilloides,Emucro,0,0
2059,viminalis,Emucro,0,0
2060,glabra,Emucro,0,0
2061,apennina,Emucro,0,0
2062,rubens,Emucro,0,0
2063,rosmarinifolia,Emucro,0,0
2064,caprea x appendiculata,Emucro,0,0
2065,cinerea oleifolia,Emucro,0,0
2066,viminalis x caprea,Emucro,0,0
2067,viminalis x ?,Emucro,0,0
2068,alpina?,Emucro,0,0
2069,phylicifolia x caprea ?,Emucro,0,0
2070,lapponum x glauca?,Emucro,0,0
2071,lapponum x glauca,Emucro,0,0
2072,aurita x caprea,Emucro,0,0
2073,starkeana,Emucro,0,0
2074,hastata x phylicifolia,Emucro,0,0
2075,lapponum x phylicifolia,Emucro,0,0
2076,acutifolia,Emucro,0,0
2077,bicolor,Emucro,0,0
2078,polaris,Emucro,0,0
2079,cinerea x myrsinifolia,Emucro,0,0
2080,fragilis x pentandra,Emucro,0,0
2081,elaeagnos,Ovesic,5,0
2082,appendiculata,Ovesic,3,0
2083,myrsinifolia,Ovesic,5,0
2084,foetida,Ovesic,2,0
2085,hastata,Ovesic,2,0
2086,daphnoides,Ovesic,6,0
2087,helvetica,Ovesic,2,0
2088,glaucosericea,Ovesic,1,0
2089,cinerea,Ovesic,3,0
2090,purpurea,Ovesic,26,26
2091,alba,Ovesic,3,0
2092,fragilis,Ovesic,0,0
2093,repens,Ovesic,0,0
2094,lapponum,Ovesic,0,0
2095,myrsinites,Ovesic,0,0
2096,phylicifolia,Ovesic,0,0
2097,glauca,Ovesic,0,0
2098,caprea,Ovesic,2,0
2099,mielichhoferi,Ovesic,0,0
2100,waldsteiniana,Ovesic,0,0
2101,pentandra,Ovesic,0,0
2102,breviserrata,Ovesic,0,0
2103,reticulata,Ovesic,1,0
2104,retusa,Ovesic,2,0
2105,aurita,Ovesic,1,0
2106,triandra,Ovesic,0,0
2107,lanata,Ovesic,0,0
2108,herbacea,Ovesic,0,0
2109,borealis,Ovesic,0,0
2110,myrtilloides,Ovesic,0,0
2111,viminalis,Ovesic,1,0
2112,glabra,Ovesic,0,0
2113,apennina,Ovesic,0,0
2114,rubens,Ovesic,0,0
2115,rosmarinifolia,Ovesic,0,0
2116,caprea x appendiculata,Ovesic,1,0
2117,cinerea oleifolia,Ovesic,0,0
2118,viminalis x caprea,Ovesic,0,0
2119,viminalis x ?,Ovesic,0,0
2120,alpina?,Ovesic,0,0
2121,phylicifolia x caprea ?,Ovesic,0,0
2122,lapponum x glauca?,Ovesic,0,0
2123,lapponum x glauca,Ovesic,0,0
2124,aurita x caprea,Ovesic,0,0
2125,starkeana,Ovesic,0,0
2126,hastata x phylicifolia,Ovesic,0,0
2127,lapponum x phylicifolia,Ovesic,0,0
2128,acutifolia,Ovesic,0,0
2129,bicolor,Ovesic,0,0
2130,polaris,Ovesic,0,0
2131,cinerea x myrsinifolia,Ovesic,0,0
2132,fragilis x pentandra,Ovesic,0,0
2133,elaeagnos,Oviril,0,0
2134,appendiculata,Oviril,1,0
2135,myrsinifolia,Oviril,1,0
2136,foetida,Oviril,0,0
2137,hastata,Oviril,2,0
2138,daphnoides,Oviril,2,0
2139,helvetica,Oviril,2,0
2140,glaucosericea,Oviril,1,0
2141,cinerea,Oviril,4,0
2142,purpurea,Oviril,13,13
2143,alba,Oviril,1,0
2144,fragilis,Oviril,0,0
2145,repens,Oviril,0,0
2146,lapponum,Oviril,0,0
2147,myrsinites,Oviril,0,0
2148,phylicifolia,Oviril,0,0
2149,glauca,Oviril,0,0
2150,caprea,Oviril,1,0
2151,mielichhoferi,Oviril,0,0
2152,waldsteiniana,Oviril,0,0
2153,pentandra,Oviril,0,0
2154,breviserrata,Oviril,1,0
2155,reticulata,Oviril,0,0
2156,retusa,Oviril,0,0
2157,aurita,Oviril,1,0
2158,triandra,Oviril,1,0
2159,lanata,Oviril,0,0
2160,herbacea,Oviril,0,0
2161,borealis,Oviril,0,0
2162,myrtilloides,Oviril,0,0
2163,viminalis,Oviril,1,0
2164,glabra,Oviril,0,0
2165,apennina,Oviril,0,0
2166,rubens,Oviril,0,0
2167,rosmarinifolia,Oviril,0,0
2168,caprea x appendiculata,Oviril,0,0
2169,cinerea oleifolia,Oviril,0,0
2170,viminalis x caprea,Oviril,0,0
2171,viminalis x ?,Oviril,0,0
2172,alpina?,Oviril,0,0
2173,phylicifolia x caprea ?,Oviril,0,0
2174,lapponum x glauca?,Oviril,0,0
2175,lapponum x glauca,Oviril,0,0
2176,aurita x caprea,Oviril,0,0
2177,starkeana,Oviril,0,0
2178,hastata x phylicifolia,Oviril,0,0
2179,lapponum x phylicifolia,Oviril,0,0
2180,acutifolia,Oviril,0,0
2181,bicolor,Oviril,0,0
2182,polaris,Oviril,0,0
2183,cinerea x myrsinifolia,Oviril,0,0
2184,fragilis x pentandra,Oviril,0,0
2185,elaeagnos,Opedun,0,0
2186,appendiculata,Opedun,0,0
2187,myrsinifolia,Opedun,0,0
2188,foetida,Opedun,0,0
2189,hastata,Opedun,0,0
2190,daphnoides,Opedun,1,0
2191,helvetica,Opedun,0,0
2192,glaucosericea,Opedun,0,0
2193,cinerea,Opedun,18,18
2194,purpurea,Opedun,6,0
2195,alba,Opedun,2,0
2196,fragilis,Opedun,1,0
2197,repens,Opedun,1,0
2198,lapponum,Opedun,0,0
2199,myrsinites,Opedun,0,0
2200,phylicifolia,Opedun,0,0
2201,glauca,Opedun,0,0
2202,caprea,Opedun,4,0
2203,mielichhoferi,Opedun,0,0
2204,waldsteiniana,Opedun,0,0
2205,pentandra,Opedun,0,0
2206,breviserrata,Opedun,0,0
2207,reticulata,Opedun,0,0
2208,retusa,Opedun,0,0
2209,aurita,Opedun,1,0
2210,triandra,Opedun,1,0
2211,lanata,Opedun,0,0
2212,herbacea,Opedun,0,0
2213,borealis,Opedun,0,0
2214,myrtilloides,Opedun,0,0
2215,viminalis,Opedun,3,0
2216,glabra,Opedun,0,0
2217,apennina,Opedun,0,0
2218,rubens,Opedun,0,0
2219,rosmarinifolia,Opedun,0,0
2220,caprea x appendiculata,Opedun,0,0
2221,cinerea oleifolia,Opedun,1,1
2222,viminalis x caprea,Opedun,0,0
2223,viminalis x ?,Opedun,0,0
2224,alpina?,Opedun,0,0
2225,phylicifolia x caprea ?,Opedun,0,0
2226,lapponum x glauca?,Opedun,0,0
2227,lapponum x glauca,Opedun,0,0
2228,aurita x caprea,Opedun,0,0
2229,starkeana,Opedun,0,0
2230,hastata x phylicifolia,Opedun,0,0
2231,lapponum x phylicifolia,Opedun,0,0
2232,acutifolia,Opedun,0,0
2233,bicolor,Opedun,0,0
2234,polaris,Opedun,0,0
2235,cinerea x myrsinifolia,Opedun,0,0
2236,fragilis x pentandra,Opedun,0,0
2237,elaeagnos,Otrian,0,0
2238,appendiculata,Otrian,0,0
2239,myrsinifolia,Otrian,0,0
2240,foetida,Otrian,0,0
2241,hastata,Otrian,0,0
2242,daphnoides,Otrian,1,0
2243,helvetica,Otrian,0,0
2244,glaucosericea,Otrian,0,0
2245,cinerea,Otrian,1,0
2246,purpurea,Otrian,2,0
2247,alba,Otrian,0,0
2248,fragilis,Otrian,0,0
2249,repens,Otrian,0,0
2250,lapponum,Otrian,0,0
2251,myrsinites,Otrian,0,0
2252,phylicifolia,Otrian,0,0
2253,glauca,Otrian,0,0
2254,caprea,Otrian,0,0
2255,mielichhoferi,Otrian,0,0
