,Salix,Rgaller,cooccur,interact
3003,viminalis x ?,Hnudip,0,0
3004,alpina?,Hnudip,0,0
3005,phylicifolia x caprea ?,Hnudip,0,0
3006,lapponum x glauca?,Hnudip,0,0
3007,lapponum x glauca,Hnudip,0,0
3008,aurita x caprea,Hnudip,0,0
3009,starkeana,Hnudip,0,0
3010,hastata x phylicifolia,Hnudip,0,0
3011,lapponum x phylicifolia,Hnudip,0,0
3012,acutifolia,Hnudip,0,0
3013,bicolor,Hnudip,0,0
3014,polaris,Hnudip,0,0
3015,cinerea x myrsinifolia,Hnudip,0,0
3016,fragilis x pentandra,Hnudip,0,0
3017,elaeagnos,Hleuco,1,0
3018,appendiculata,Hleuco,2,0
3019,myrsinifolia,Hleuco,3,0
3020,foetida,Hleuco,0,0
3021,hastata,Hleuco,1,0
3022,daphnoides,Hleuco,0,0
3023,helvetica,Hleuco,0,0
3024,glaucosericea,Hleuco,0,0
3025,cinerea,Hleuco,13,0
3026,purpurea,Hleuco,3,0
3027,alba,Hleuco,1,0
3028,fragilis,Hleuco,1,0
3029,repens,Hleuco,0,0
3030,lapponum,Hleuco,5,0
3031,myrsinites,Hleuco,0,0
3032,phylicifolia,Hleuco,4,0
3033,glauca,Hleuco,3,0
3034,caprea,Hleuco,39,39
3035,mielichhoferi,Hleuco,0,0
3036,waldsteiniana,Hleuco,0,0
3037,pentandra,Hleuco,1,0
3038,breviserrata,Hleuco,0,0
3039,reticulata,Hleuco,0,0
3040,retusa,Hleuco,0,0
3041,aurita,Hleuco,7,0
3042,triandra,Hleuco,0,0
3043,lanata,Hleuco,0,0
3044,herbacea,Hleuco,0,0
3045,borealis,Hleuco,0,0
3046,myrtilloides,Hleuco,1,0
3047,viminalis,Hleuco,1,0
3048,glabra,Hleuco,0,0
3049,apennina,Hleuco,0,0
3050,rubens,Hleuco,0,0
3051,rosmarinifolia,Hleuco,0,0
3052,caprea x appendiculata,Hleuco,0,0
3053,cinerea oleifolia,Hleuco,0,0
3054,viminalis x caprea,Hleuco,0,0
3055,viminalis x ?,Hleuco,0,0
3056,alpina?,Hleuco,0,0
3057,phylicifolia x caprea ?,Hleuco,0,0
3058,lapponum x glauca?,Hleuco,0,0
3059,lapponum x glauca,Hleuco,0,0
3060,aurita x caprea,Hleuco,0,0
3061,starkeana,Hleuco,0,0
3062,hastata x phylicifolia,Hleuco,0,0
3063,lapponum x phylicifolia,Hleuco,0,0
3064,acutifolia,Hleuco,0,0
3065,bicolor,Hleuco,0,0
3066,polaris,Hleuco,0,0
3067,cinerea x myrsinifolia,Hleuco,0,0
3068,fragilis x pentandra,Hleuco,1,0
3069,elaeagnos,Hacuti,0,0
3070,appendiculata,Hacuti,0,0
3071,myrsinifolia,Hacuti,3,0
3072,foetida,Hacuti,0,0
3073,hastata,Hacuti,1,0
3074,daphnoides,Hacuti,0,0
3075,helvetica,Hacuti,0,0
3076,glaucosericea,Hacuti,0,0
3077,cinerea,Hacuti,0,0
3078,purpurea,Hacuti,0,0
3079,alba,Hacuti,0,0
3080,fragilis,Hacuti,0,0
3081,repens,Hacuti,0,0
3082,lapponum,Hacuti,16,15
3083,myrsinites,Hacuti,1,0
3084,phylicifolia,Hacuti,3,0
3085,glauca,Hacuti,10,0
3086,caprea,Hacuti,1,0
3087,mielichhoferi,Hacuti,0,0
3088,waldsteiniana,Hacuti,0,0
3089,pentandra,Hacuti,0,0
3090,breviserrata,Hacuti,0,0
3091,reticulata,Hacuti,0,0
3092,retusa,Hacuti,0,0
3093,aurita,Hacuti,0,0
3094,triandra,Hacuti,0,0
3095,lanata,Hacuti,0,0
3096,herbacea,Hacuti,1,0
3097,borealis,Hacuti,0,0
3098,myrtilloides,Hacuti,0,0
3099,viminalis,Hacuti,0,0
3100,glabra,Hacuti,0,0
3101,apennina,Hacuti,0,0
3102,rubens,Hacuti,0,0
3103,rosmarinifolia,Hacuti,0,0
3104,caprea x appendiculata,Hacuti,0,0
3105,cinerea oleifolia,Hacuti,0,0
3106,viminalis x caprea,Hacuti,0,0
3107,viminalis x ?,Hacuti,0,0
3108,alpina?,Hacuti,0,0
3109,phylicifolia x caprea ?,Hacuti,0,0
3110,lapponum x glauca?,Hacuti,1,1
3111,lapponum x glauca,Hacuti,1,1
3112,aurita x caprea,Hacuti,0,0
3113,starkeana,Hacuti,0,0
3114,hastata x phylicifolia,Hacuti,0,0
3115,lapponum x phylicifolia,Hacuti,0,0
3116,acutifolia,Hacuti,0,0
3117,bicolor,Hacuti,0,0
3118,polaris,Hacuti,1,0
3119,cinerea x myrsinifolia,Hacuti,0,0
3120,fragilis x pentandra,Hacuti,0,0
3121,elaeagnos,Hplicl,0,0
3122,appendiculata,Hplicl,0,0
3123,myrsinifolia,Hplicl,2,0
3124,foetida,Hplicl,0,0
3125,hastata,Hplicl,0,0
3126,daphnoides,Hplicl,0,0
3127,helvetica,Hplicl,0,0
3128,glaucosericea,Hplicl,0,0
3129,cinerea,Hplicl,0,0
3130,purpurea,Hplicl,0,0
3131,alba,Hplicl,0,0
3132,fragilis,Hplicl,0,0
3133,repens,Hplicl,0,0
3134,lapponum,Hplicl,12,12
3135,myrsinites,Hplicl,0,0
3136,phylicifolia,Hplicl,2,0
3137,glauca,Hplicl,9,0
3138,caprea,Hplicl,2,0
3139,mielichhoferi,Hplicl,0,0
3140,waldsteiniana,Hplicl,0,0
3141,pentandra,Hplicl,0,0
3142,breviserrata,Hplicl,0,0
3143,reticulata,Hplicl,0,0
3144,retusa,Hplicl,0,0
3145,aurita,Hplicl,1,0
3146,triandra,Hplicl,0,0
3147,lanata,Hplicl,1,0
3148,herbacea,Hplicl,0,0
3149,borealis,Hplicl,0,0
3150,myrtilloides,Hplicl,0,0
3151,viminalis,Hplicl,0,0
3152,glabra,Hplicl,0,0
3153,apennina,Hplicl,0,0
3154,rubens,Hplicl,0,0
3155,rosmarinifolia,Hplicl,0,0
3156,caprea x appendiculata,Hplicl,0,0
3157,cinerea oleifolia,Hplicl,0,0
3158,viminalis x caprea,Hplicl,0,0
3159,viminalis x ?,Hplicl,0,0
3160,alpina?,Hplicl,0,0
3161,phylicifolia x caprea ?,Hplicl,0,0
3162,lapponum x glauca?,Hplicl,0,0
3163,lapponum x glauca,Hplicl,1,1
3164,aurita x caprea,Hplicl,0,0
3165,starkeana,Hplicl,0,0
3166,hastata x phylicifolia,Hplicl,0,0
3167,lapponum x phylicifolia,Hplicl,0,0
3168,acutifolia,Hplicl,0,0
3169,bicolor,Hplicl,0,0
3170,polaris,Hplicl,1,0
3171,cinerea x myrsinifolia,Hplicl,0,0
3172,fragilis x pentandra,Hplicl,0,0
3173,elaeagnos,Etesta,0,0
3174,appendiculata,Etesta,0,0
3175,myrsinifolia,Etesta,0,0
3176,foetida,Etesta,0,0
3177,hastata,Etesta,0,0
3178,daphnoides,Etesta,0,0
3179,helvetica,Etesta,0,0
3180,glaucosericea,Etesta,0,0
3181,cinerea,Etesta,2,0
3182,purpurea,Etesta,0,0
3183,alba,Etesta,3,2
3184,fragilis,Etesta,4,4
3185,repens,Etesta,0,0
3186,lapponum,Etesta,1,1
3187,myrsinites,Etesta,0,0
3188,phylicifolia,Etesta,1,0
3189,glauca,Etesta,1,0
3190,caprea,Etesta,0,0
3191,mielichhoferi,Etesta,0,0
3192,waldsteiniana,Etesta,0,0
3193,pentandra,Etesta,0,0
3194,breviserrata,Etesta,0,0
3195,reticulata,Etesta,0,0
3196,retusa,Etesta,0,0
3197,aurita,Etesta,0,0
3198,triandra,Etesta,0,0
3199,lanata,Etesta,1,0
3200,herbacea,Etesta,0,0
3201,borealis,Etesta,0,0
3202,myrtilloides,Etesta,0,0
3203,viminalis,Etesta,1,0
3204,glabra,Etesta,0,0
3205,apennina,Etesta,0,0
3206,rubens,Etesta,0,0
3207,rosmarinifolia,Etesta,0,0
3208,caprea x appendiculata,Etesta,0,0
3209,cinerea oleifolia,Etesta,0,0
3210,viminalis x caprea,Etesta,0,0
3211,viminalis x ?,Etesta,0,0
3212,alpina?,Etesta,0,0
3213,phylicifolia x caprea ?,Etesta,0,0
3214,lapponum x glauca?,Etesta,0,0
3215,lapponum x glauca,Etesta,0,0
3216,aurita x caprea,Etesta,0,0
3217,starkeana,Etesta,0,0
3218,hastata x phylicifolia,Etesta,0,0
3219,lapponum x phylicifolia,Etesta,0,0
3220,acutifolia,Etesta,0,0
3221,bicolor,Etesta,0,0
3222,polaris,Etesta,0,0
3223,cinerea x myrsinifolia,Etesta,0,0
3224,fragilis x pentandra,Etesta,0,0
3225,elaeagnos,Hplicd,3,0
3226,appendiculata,Hplicd,3,0
3227,myrsinifolia,Hplicd,2,0
3228,foetida,Hplicd,0,0
3229,hastata,Hplicd,3,0
3230,daphnoides,Hplicd,11,11
3231,helvetica,Hplicd,0,0
3232,glaucosericea,Hplicd,0,0
3233,cinerea,Hplicd,0,0
3234,purpurea,Hplicd,3,0
3235,alba,Hplicd,0,0
3236,fragilis,Hplicd,1,0
3237,repens,Hplicd,0,0
3238,lapponum,Hplicd,0,0
3239,myrsinites,Hplicd,0,0
3240,phylicifolia,Hplicd,0,0
3241,glauca,Hplicd,0,0
3242,caprea,Hplicd,0,0
3243,mielichhoferi,Hplicd,5,0
3244,waldsteiniana,Hplicd,3,0
3245,pentandra,Hplicd,0,0
3246,breviserrata,Hplicd,0,0
3247,reticulata,Hplicd,0,0
3248,retusa,Hplicd,0,0
3249,aurita,Hplicd,0,0
3250,triandra,Hplicd,0,0
3251,lanata,Hplicd,0,0
3252,herbacea,Hplicd,0,0
3253,borealis,Hplicd,0,0
3254,myrtilloides,Hplicd,0,0
3255,viminalis,Hplicd,0,0
3256,glabra,Hplicd,0,0
3257,apennina,Hplicd,0,0
3258,rubens,Hplicd,0,0
3259,rosmarinifolia,Hplicd,0,0
3260,caprea x appendiculata,Hplicd,0,0
3261,cinerea oleifolia,Hplicd,0,0
3262,viminalis x caprea,Hplicd,0,0
3263,viminalis x ?,Hplicd,0,0
3264,alpina?,Hplicd,0,0
3265,phylicifolia x caprea ?,Hplicd,0,0
3266,lapponum x glauca?,Hplicd,0,0
3267,lapponum x glauca,Hplicd,0,0
3268,aurita x caprea,Hplicd,0,0
3269,starkeana,Hplicd,0,0
3270,hastata x phylicifolia,Hplicd,0,0
3271,lapponum x phylicifolia,Hplicd,0,0
3272,acutifolia,Hplicd,0,0
3273,bicolor,Hplicd,0,0
3274,polaris,Hplicd,0,0
3275,cinerea x myrsinifolia,Hplicd,0,0
3276,fragilis x pentandra,Hplicd,0,0
3277,elaeagnos,Edaphn,2,0
3278,appendiculata,Edaphn,1,0
3279,myrsinifolia,Edaphn,1,0
3280,foetida,Edaphn,0,0
3281,hastata,Edaphn,0,0
3282,daphnoides,Edaphn,8,8
3283,helvetica,Edaphn,0,0
3284,glaucosericea,Edaphn,0,0
3285,cinerea,Edaphn,0,0
3286,purpurea,Edaphn,4,0
3287,alba,Edaphn,0,0
3288,fragilis,Edaphn,1,0
3289,repens,Edaphn,0,0
3290,lapponum,Edaphn,0,0
3291,myrsinites,Edaphn,0,0
3292,phylicifolia,Edaphn,0,0
3293,glauca,Edaphn,0,0
3294,caprea,Edaphn,1,0
3295,mielichhoferi,Edaphn,0,0
3296,waldsteiniana,Edaphn,0,0
3297,pentandra,Edaphn,0,0
3298,breviserrata,Edaphn,0,0
3299,reticulata,Edaphn,0,0
3300,retusa,Edaphn,0,0
3301,aurita,Edaphn,0,0
3302,triandra,Edaphn,0,0
3303,lanata,Edaphn,0,0
3304,herbacea,Edaphn,0,0
3305,borealis,Edaphn,0,0
3306,myrtilloides,Edaphn,0,0
3307,viminalis,Edaphn,0,0
3308,glabra,Edaphn,0,0
3309,apennina,Edaphn,0,0
3310,rubens,Edaphn,0,0
3311,rosmarinifolia,Edaphn,0,0
3312,caprea x appendiculata,Edaphn,1,0
3313,cinerea oleifolia,Edaphn,0,0
3314,viminalis x caprea,Edaphn,0,0
3315,viminalis x ?,Edaphn,0,0
3316,alpina?,Edaphn,0,0
3317,phylicifolia x caprea ?,Edaphn,0,0
3318,lapponum x glauca?,Edaphn,0,0
3319,lapponum x glauca,Edaphn,0,0
3320,aurita x caprea,Edaphn,0,0
3321,starkeana,Edaphn,0,0
3322,hastata x phylicifolia,Edaphn,0,0
3323,lapponum x phylicifolia,Edaphn,0,0
3324,acutifolia,Edaphn,0,0
3325,bicolor,Edaphn,0,0
3326,polaris,Edaphn,0,0
3327,cinerea x myrsinifolia,Edaphn,0,0
3328,fragilis x pentandra,Edaphn,0,0
3329,elaeagnos,Hpolit,2,0
3330,appendiculata,Hpolit,3,0
3331,myrsinifolia,Hpolit,5,0
3332,foetida,Hpolit,0,0
3333,hastata,Hpolit,0,0
3334,daphnoides,Hpolit,3,0
3335,helvetica,Hpolit,0,0
3336,glaucosericea,Hpolit,0,0
3337,cinerea,Hpolit,11,0
3338,purpurea,Hpolit,38,38
3339,alba,Hpolit,8,0
3340,fragilis,Hpolit,2,0
3341,repens,Hpolit,0,0
3342,lapponum,Hpolit,0,0
3343,myrsinites,Hpolit,0,0
3344,phylicifolia,Hpolit,0,0
3345,glauca,Hpolit,0,0
3346,caprea,Hpolit,3,0
3347,mielichhoferi,Hpolit,0,0
3348,waldsteiniana,Hpolit,0,0
3349,pentandra,Hpolit,0,0
3350,breviserrata,Hpolit,0,0
3351,reticulata,Hpolit,0,0
3352,retusa,Hpolit,0,0
3353,aurita,Hpolit,3,0
3354,triandra,Hpolit,0,0
3355,lanata,Hpolit,0,0
3356,herbacea,Hpolit,0,0
3357,borealis,Hpolit,0,0
3358,myrtilloides,Hpolit,0,0
3359,viminalis,Hpolit,10,0
3360,glabra,Hpolit,0,0
3361,apennina,Hpolit,0,0
3362,rubens,Hpolit,0,0
3363,rosmarinifolia,Hpolit,0,0
3364,caprea x appendiculata,Hpolit,1,0
3365,cinerea oleifolia,Hpolit,0,0
3366,viminalis x caprea,Hpolit,0,0
3367,viminalis x ?,Hpolit,0,0
3368,alpina?,Hpolit,0,0
3369,phylicifolia x caprea ?,Hpolit,0,0
3370,lapponum x glauca?,Hpolit,0,0
3371,lapponum x glauca,Hpolit,0,0
3372,aurita x caprea,Hpolit,0,0
3373,starkeana,Hpolit,0,0
3374,hastata x phylicifolia,Hpolit,0,0
3375,lapponum x phylicifolia,Hpolit,0,0
3376,acutifolia,Hpolit,0,0
3377,bicolor,Hpolit,0,0
3378,polaris,Hpolit,0,0
3379,cinerea x myrsinifolia,Hpolit,0,0
3380,fragilis x pentandra,Hpolit,0,0
3381,elaeagnos,Epurpu,2,0
3382,appendiculata,Epurpu,1,0
3383,myrsinifolia,Epurpu,0,0
3384,foetida,Epurpu,1,0
3385,hastata,Epurpu,1,0
3386,daphnoides,Epurpu,4,0
3387,helvetica,Epurpu,0,0
3388,glaucosericea,Epurpu,0,0
3389,cinerea,Epurpu,0,0
3390,purpurea,Epurpu,14,14
3391,alba,Epurpu,0,0
3392,fragilis,Epurpu,0,0
3393,repens,Epurpu,0,0
3394,lapponum,Epurpu,0,0
3395,myrsinites,Epurpu,0,0
3396,phylicifolia,Epurpu,0,0
3397,glauca,Epurpu,0,0
3398,caprea,Epurpu,1,0
3399,mielichhoferi,Epurpu,0,0
3400,waldsteiniana,Epurpu,0,0
3401,pentandra,Epurpu,0,0
3402,breviserrata,Epurpu,0,0
3403,reticulata,Epurpu,1,0
3404,retusa,Epurpu,1,0
3405,aurita,Epurpu,0,0
3406,triandra,Epurpu,0,0
3407,lanata,Epurpu,0,0
3408,herbacea,Epurpu,0,0
3409,borealis,Epurpu,0,0
3410,myrtilloides,Epurpu,0,0
3411,viminalis,Epurpu,0,0
3412,glabra,Epurpu,0,0
3413,apennina,Epurpu,0,0
3414,rubens,Epurpu,0,0
3415,rosmarinifolia,Epurpu,0,0
3416,caprea x appendiculata,Epurpu,0,0
3417,cinerea oleifolia,Epurpu,0,0
3418,viminalis x caprea,Epurpu,0,0
3419,viminalis x ?,Epurpu,0,0
3420,alpina?,Epurpu,0,0
3421,phylicifolia x caprea ?,Epurpu,0,0
3422,lapponum x glauca?,Epurpu,0,0
3423,lapponum x glauca,Epurpu,0,0
3424,aurita x caprea,Epurpu,0,0
3425,starkeana,Epurpu,0,0
3426,hastata x phylicifolia,Epurpu,0,0
3427,lapponum x phylicifolia,Epurpu,0,0
3428,acutifolia,Epurpu,0,0
3429,bicolor,Epurpu,0,0
3430,polaris,Epurpu,0,0
3431,cinerea x myrsinifolia,Epurpu,0,0
3432,fragilis x pentandra,Epurpu,0,0
3433,elaeagnos,Eatraa,0,0
3434,appendiculata,Eatraa,0,0
3435,myrsinifolia,Eatraa,0,0
3436,foetida,Eatraa,0,0
3437,hastata,Eatraa,0,0
3438,daphnoides,Eatraa,0,0
3439,helvetica,Eatraa,0,0
3440,glaucosericea,Eatraa,0,0
3441,cinerea,Eatraa,4,0
3442,purpurea,Eatraa,1,0
3443,alba,Eatraa,5,5
3444,fragilis,Eatraa,7,6
3445,repens,Eatraa,0,0
3446,lapponum,Eatraa,0,0
3447,myrsinites,Eatraa,0,0
3448,phylicifolia,Eatraa,0,0
3449,glauca,Eatraa,0,0
3450,caprea,Eatraa,0,0
3451,mielichhoferi,Eatraa,0,0
3452,waldsteiniana,Eatraa,0,0
3453,pentandra,Eatraa,0,0
3454,breviserrata,Eatraa,0,0
3455,reticulata,Eatraa,0,0
3456,retusa,Eatraa,0,0
3457,aurita,Eatraa,1,0
3458,triandra,Eatraa,0,0
3459,lanata,Eatraa,0,0
3460,herbacea,Eatraa,0,0
3461,borealis,Eatraa,0,0
3462,myrtilloides,Eatraa,0,0
3463,viminalis,Eatraa,2,0
3464,glabra,Eatraa,0,0
3465,apennina,Eatraa,0,0
3466,rubens,Eatraa,2,1
3467,rosmarinifolia,Eatraa,0,0
3468,caprea x appendiculata,Eatraa,0,0
3469,cinerea oleifolia,Eatraa,0,0
3470,viminalis x caprea,Eatraa,0,0
3471,viminalis x ?,Eatraa,0,0
3472,alpina?,Eatraa,0,0
3473,phylicifolia x caprea ?,Eatraa,0,0
3474,lapponum x glauca?,Eatraa,0,0
3475,lapponum x glauca,Eatraa,0,0
3476,aurita x caprea,Eatraa,0,0
3477,starkeana,Eatraa,0,0
3478,hastata x phylicifolia,Eatraa,0,0
3479,lapponum x phylicifolia,Eatraa,0,0
3480,acutifolia,Eatraa,0,0
3481,bicolor,Eatraa,0,0
3482,polaris,Eatraa,0,0
3483,cinerea x myrsinifolia,Eatraa,0,0
3484,fragilis x pentandra,Eatraa,0,0
3485,elaeagnos,Eangus,0,0
3486,appendiculata,Eangus,0,0
3487,myrsinifolia,Eangus,0,0
3488,foetida,Eangus,0,0
3489,hastata,Eangus,0,0
3490,daphnoides,Eangus,0,0
3491,helvetica,Eangus,0,0
3492,glaucosericea,Eangus,0,0
3493,cinerea,Eangus,0,0
3494,purpurea,Eangus,0,0
3495,alba,Eangus,1,0
3496,fragilis,Eangus,0,0
3497,repens,Eangus,0,0
3498,lapponum,Eangus,0,0
3499,myrsinites,Eangus,0,0
3500,phylicifolia,Eangus,0,0
3501,glauca,Eangus,0,0
3502,caprea,Eangus,0,0
3503,mielichhoferi,Eangus,0,0
3504,waldsteiniana,Eangus,0,0
3505,pentandra,Eangus,0,0
3506,breviserrata,Eangus,0,0
3507,reticulata,Eangus,0,0
3508,retusa,Eangus,0,0
3509,aurita,Eangus,0,0
3510,triandra,Eangus,0,0
3511,lanata,Eangus,0,0
3512,herbacea,Eangus,0,0
3513,borealis,Eangus,0,0
3514,myrtilloides,Eangus,0,0
3515,viminalis,Eangus,1,1
3516,glabra,Eangus,0,0
3517,apennina,Eangus,0,0
3518,rubens,Eangus,0,0
3519,rosmarinifolia,Eangus,0,0
3520,caprea x appendiculata,Eangus,0,0
3521,cinerea oleifolia,Eangus,0,0
3522,viminalis x caprea,Eangus,0,0
3523,viminalis x ?,Eangus,0,0
3524,alpina?,Eangus,0,0
3525,phylicifolia x caprea ?,Eangus,0,0
3526,lapponum x glauca?,Eangus,0,0
3527,lapponum x glauca,Eangus,0,0
3528,aurita x caprea,Eangus,0,0
3529,starkeana,Eangus,0,0
3530,hastata x phylicifolia,Eangus,0,0
3531,lapponum x phylicifolia,Eangus,0,0
3532,acutifolia,Eangus,0,0
3533,bicolor,Eangus,0,0
3534,polaris,Eangus,0,0
3535,cinerea x myrsinifolia,Eangus,0,0
3536,fragilis x pentandra,Eangus,0,0
3537,elaeagnos,Hangli,0,0
3538,appendiculata,Hangli,0,0
3539,myrsinifolia,Hangli,1,0
3540,foetida,Hangli,0,0
3541,hastata,Hangli,0,0
3542,daphnoides,Hangli,0,0
3543,helvetica,Hangli,0,0
3544,glaucosericea,Hangli,0,0
3545,cinerea,Hangli,14,0
3546,purpurea,Hangli,13,0
3547,alba,Hangli,4,0
3548,fragilis,Hangli,3,0
3549,repens,Hangli,0,0
3550,lapponum,Hangli,0,0
3551,myrsinites,Hangli,0,0
3552,phylicifolia,Hangli,0,0
3553,glauca,Hangli,0,0
3554,caprea,Hangli,2,0
3555,mielichhoferi,Hangli,0,0
3556,waldsteiniana,Hangli,0,0
3557,pentandra,Hangli,0,0
3558,breviserrata,Hangli,0,0
3559,reticulata,Hangli,0,0
3560,retusa,Hangli,0,0
3561,aurita,Hangli,1,0
3562,triandra,Hangli,1,0
3563,lanata,Hangli,0,0
3564,herbacea,Hangli,0,0
3565,borealis,Hangli,0,0
3566,myrtilloides,Hangli,0,0
3567,viminalis,Hangli,34,34
3568,glabra,Hangli,0,0
3569,apennina,Hangli,0,0
3570,rubens,Hangli,2,0
3571,rosmarinifolia,Hangli,0,0
3572,caprea x appendiculata,Hangli,0,0
3573,cinerea oleifolia,Hangli,0,0
3574,viminalis x caprea,Hangli,1,1
3575,viminalis x ?,Hangli,1,1
3576,alpina?,Hangli,0,0
3577,phylicifolia x caprea ?,Hangli,0,0
3578,lapponum x glauca?,Hangli,0,0
3579,lapponum x glauca,Hangli,0,0
3580,aurita x caprea,Hangli,0,0
3581,starkeana,Hangli,0,0
3582,hastata x phylicifolia,Hangli,0,0
3583,lapponum x phylicifolia,Hangli,0,0
3584,acutifolia,Hangli,1,0
3585,bicolor,Hangli,0,0
3586,polaris,Hangli,0,0
3587,cinerea x myrsinifolia,Hangli,0,0
3588,fragilis x pentandra,Hangli,0,0
3589,elaeagnos,Hleuca,0,0
3590,appendiculata,Hleuca,0,0
3591,myrsinifolia,Hleuca,1,0
3592,foetida,Hleuca,0,0
3593,hastata,Hleuca,0,0
3594,daphnoides,Hleuca,1,0
3595,helvetica,Hleuca,0,0
3596,glaucosericea,Hleuca,0,0
3597,cinerea,Hleuca,67,67
3598,purpurea,Hleuca,10,0
3599,alba,Hleuca,2,0
3600,fragilis,Hleuca,6,0
3601,repens,Hleuca,0,0
3602,lapponum,Hleuca,0,0
3603,myrsinites,Hleuca,0,0
3604,phylicifolia,Hleuca,0,0
3605,glauca,Hleuca,0,0
3606,caprea,Hleuca,13,0
3607,mielichhoferi,Hleuca,0,0
3608,waldsteiniana,Hleuca,0,0
3609,pentandra,Hleuca,2,0
3610,breviserrata,Hleuca,0,0
3611,reticulata,Hleuca,0,0
3612,retusa,Hleuca,0,0
3613,aurita,Hleuca,10,0
3614,triandra,Hleuca,0,0
3615,lanata,Hleuca,0,0
3616,herbacea,Hleuca,0,0
3617,borealis,Hleuca,0,0
3618,myrtilloides,Hleuca,0,0
3619,viminalis,Hleuca,13,0
3620,glabra,Hleuca,0,0
3621,apennina,Hleuca,0,0
3622,rubens,Hleuca,1,0
3623,rosmarinifolia,Hleuca,0,0
3624,caprea x appendiculata,Hleuca,0,0
3625,cinerea oleifolia,Hleuca,0,0
3626,viminalis x caprea,Hleuca,0,0
3627,viminalis x ?,Hleuca,0,0
3628,alpina?,Hleuca,0,0
3629,phylicifolia x caprea ?,Hleuca,0,0
3630,lapponum x glauca?,Hleuca,0,0
3631,lapponum x glauca,Hleuca,0,0
3632,aurita x caprea,Hleuca,0,0
3633,starkeana,Hleuca,0,0
3634,hastata x phylicifolia,Hleuca,0,0
3635,lapponum x phylicifolia,Hleuca,0,0
3636,acutifolia,Hleuca,0,0
3637,bicolor,Hleuca,0,0
3638,polaris,Hleuca,0,0
3639,cinerea x myrsinifolia,Hleuca,1,0
3640,fragilis x pentandra,Hleuca,1,0
3641,elaeagnos,Hoblit,0,0
3642,appendiculata,Hoblit,0,0
3643,myrsinifolia,Hoblit,2,0
3644,foetida,Hoblit,0,0
3645,hastata,Hoblit,0,0
3646,daphnoides,Hoblit,0,0
3647,helvetica,Hoblit,0,0
3648,glaucosericea,Hoblit,0,0
3649,cinerea,Hoblit,10,0
3650,purpurea,Hoblit,12,0
3651,alba,Hoblit,13,13
3652,fragilis,Hoblit,10,9
3653,repens,Hoblit,0,0
3654,lapponum,Hoblit,0,0
3655,myrsinites,Hoblit,0,0
3656,phylicifolia,Hoblit,0,0
3657,glauca,Hoblit,0,0
3658,caprea,Hoblit,2,0
3659,mielichhoferi,Hoblit,0,0
3660,waldsteiniana,Hoblit,0,0
3661,pentandra,Hoblit,1,0
3662,breviserrata,Hoblit,0,0
3663,reticulata,Hoblit,0,0
3664,retusa,Hoblit,0,0
3665,aurita,Hoblit,1,0
3666,triandra,Hoblit,1,0
3667,lanata,Hoblit,0,0
3668,herbacea,Hoblit,0,0
3669,borealis,Hoblit,0,0
3670,myrtilloides,Hoblit,0,0
3671,viminalis,Hoblit,6,0
3672,glabra,Hoblit,0,0
3673,apennina,Hoblit,0,0
3674,rubens,Hoblit,4,4
3675,rosmarinifolia,Hoblit,0,0
3676,caprea x appendiculata,Hoblit,0,0
3677,cinerea oleifolia,Hoblit,0,0
3678,viminalis x caprea,Hoblit,1,0
3679,viminalis x ?,Hoblit,0,0
3680,alpina?,Hoblit,0,0
3681,phylicifolia x caprea ?,Hoblit,0,0
3682,lapponum x glauca?,Hoblit,0,0
3683,lapponum x glauca,Hoblit,0,0
3684,aurita x caprea,Hoblit,0,0
3685,starkeana,Hoblit,0,0
3686,hastata x phylicifolia,Hoblit,0,0
3687,lapponum x phylicifolia,Hoblit,0,0
3688,acutifolia,Hoblit,0,0
3689,bicolor,Hoblit,0,0
3690,polaris,Hoblit,0,0
3691,cinerea x myrsinifolia,Hoblit,0,0
3692,fragilis x pentandra,Hoblit,1,1
3693,elaeagnos,Heryth,0,0
3694,appendiculata,Heryth,0,0
3695,myrsinifolia,Heryth,0,0
3696,foetida,Heryth,0,0
3697,hastata,Heryth,0,0
3698,daphnoides,Heryth,0,0
3699,helvetica,Heryth,0,0
3700,glaucosericea,Heryth,0,0
3701,cinerea,Heryth,8,0
3702,purpurea,Heryth,3,0
3703,alba,Heryth,1,0
3704,fragilis,Heryth,1,0
3705,repens,Heryth,0,0
3706,lapponum,Heryth,0,0
3707,myrsinites,Heryth,0,0
3708,phylicifolia,Heryth,0,0
3709,glauca,Heryth,0,0
3710,caprea,Heryth,6,0
3711,mielichhoferi,Heryth,0,0
3712,waldsteiniana,Heryth,0,0
3713,pentandra,Heryth,0,0
3714,breviserrata,Heryth,0,0
3715,reticulata,Heryth,0,0
3716,retusa,Heryth,0,0
3717,aurita,Heryth,21,21
3718,triandra,Heryth,0,0
3719,lanata,Heryth,0,0
3720,herbacea,Heryth,0,0
3721,borealis,Heryth,0,0
3722,myrtilloides,Heryth,0,0
3723,viminalis,Heryth,1,0
3724,glabra,Heryth,0,0
3725,apennina,Heryth,0,0
3726,rubens,Heryth,0,0
3727,rosmarinifolia,Heryth,0,0
3728,caprea x appendiculata,Heryth,0,0
3729,cinerea oleifolia,Heryth,0,0
3730,viminalis x caprea,Heryth,0,0
3731,viminalis x ?,Heryth,0,0
3732,alpina?,Heryth,0,0
3733,phylicifolia x caprea ?,Heryth,1,0
